ASVs;JMG1;JMG10;JMG11;JMG12;JMG13;JMG14;JMG15;JMG16;JMG17;JMG18;JMG19;JMG2;JMG20;JMG21;JMG22;JMG23;JMG24;JMG25;JMG26;JMG27;JMG28;JMG29;JMG3;JMG30;JMG31;JMG32;JMG33;JMG34;JMG35;JMG36;JMG37;JMG38;JMG39;JMG4;JMG40;JMG41;JMG42;JMG43;JMG44;JMG45;JMG46;JMG47;JMG48;JMG49;JMG5;JMG50;JMG51;JMG52;JMG53;JMG54;JMG55;JMG56;JMG57;JMG6;JMG7;JMG8;JMG9;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV3069:Sphingomicrobium;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;41;5;16;57;25;21;21;14;25;15;16;14;0;30;31;14;29;8;12;13;12;0;0;2;0;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomicrobium;NA
ASV3073:Litoreibacter;4;14;5;21;2;4;5;6;13;3;0;6;0;0;0;0;1;1;2;0;4;0;5;0;0;0;0;0;0;0;0;0;0;12;0;0;0;1;0;0;0;0;0;0;14;0;3;3;0;0;0;0;0;22;24;7;2;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter;NA
ASV3084:Pricia;44;8;22;17;1;27;3;12;9;0;1;12;14;4;17;9;10;11;4;0;86;2;7;5;6;15;4;15;1;10;18;27;48;1;40;131;37;35;16;33;27;18;39;16;2;11;50;55;28;13;44;15;57;27;12;36;11;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Pricia;NA
ASV3085:Chthoniobacteraceae;46;30;48;7;6;44;14;39;143;12;0;29;136;4;76;3;34;8;13;1;28;0;2;41;10;18;9;18;2;57;1;4;2;8;10;10;4;6;9;11;6;14;34;6;1;3;18;4;1;2;21;0;9;6;42;20;20;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;NA;NA
ASV3105:Lamprocystis;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis;NA
ASV3112:Salinirepens;17;16;27;12;19;5;16;14;13;9;28;16;0;28;3;2;10;7;4;0;2;4;85;2;8;2;2;3;1;3;0;4;3;7;3;3;9;1;7;3;4;3;2;3;51;8;6;3;0;0;0;2;0;14;19;16;15;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Salinirepens;NA
ASV3124:NS11-12 marine group;6;15;12;9;31;10;11;21;44;26;84;20;53;75;52;51;75;50;54;48;41;10;8;26;30;38;35;26;39;49;0;15;22;25;11;2;20;15;26;13;33;10;17;22;16;44;20;31;12;26;9;10;10;34;10;35;19;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;NA;NA
ASV3131:Lyngbya PCC-7419;0;93;6;54;0;112;0;40;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;5;2;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Phormidiaceae;Lyngbya PCC-7419;NA
ASV3142:Planococcus.maritimus;18;0;6;0;2;6;8;0;2;4;0;3;0;0;0;0;14;0;20;0;0;0;4;0;0;1;0;2;4;0;0;0;5;0;0;18;3;15;0;17;0;0;7;2;0;0;0;1;41;0;2;0;0;0;21;0;5;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;maritimus
ASV3161:Lutibacter;77;6;119;2;25;6;3;10;4;6;0;16;0;0;2;0;0;0;0;0;0;0;74;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;95;0;4;0;0;0;0;0;0;16;78;48;47;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter;NA
ASV3197:Balneolaceae;3;0;1;161;48;2;8;7;2;9;29;2;11;26;13;21;35;10;7;13;46;53;1;74;5;18;5;20;18;7;0;0;0;5;3;20;0;3;4;3;9;3;5;2;1;16;8;3;14;24;3;0;6;9;2;0;1;Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;NA;NA
ASV3202:Methyloligellaceae;1;0;0;2;58;0;13;0;3;13;37;0;23;18;43;41;71;30;26;25;6;21;0;33;21;18;17;25;20;16;1;28;26;0;66;12;26;70;52;87;55;57;83;54;3;37;22;33;19;17;68;3;61;0;7;0;4;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;NA;NA
ASV3256:Caldilineaceae;32;23;25;9;17;17;17;30;8;16;26;10;30;22;34;23;30;21;17;30;19;35;14;30;40;40;34;35;49;24;12;10;24;11;19;41;33;20;28;12;20;11;25;17;12;4;18;45;25;6;21;0;18;15;17;14;12;Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;NA;NA
ASV3274:Hyphomicrobiaceae;6;0;16;0;74;0;24;6;2;32;32;0;35;33;25;62;79;53;40;57;19;25;4;33;17;35;15;39;26;14;3;24;22;0;27;35;39;32;44;36;35;32;40;47;24;28;38;31;29;22;33;7;31;0;11;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;NA;NA
ASV3292:Leptolyngbyaceae;0;3;0;2;0;2;0;4;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;NA;NA
ASV3300:Luteolibacter;56;47;18;55;5;40;23;70;20;7;3;76;26;18;25;10;8;9;18;32;40;13;15;7;30;24;27;48;4;26;33;5;48;64;15;94;25;26;20;20;44;9;8;26;14;10;46;14;9;31;20;12;15;87;23;57;34;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;NA
ASV3323:Sulfurimonas;653;0;14;23;16;4;7;0;0;1;3;9;0;2;0;0;0;0;0;4;12;9;255;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;297;0;0;0;0;0;0;0;3;3;55;33;7;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas;NA
ASV3328:AKYG587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;47;28;0;69;29;38;10;12;14;15;14;10;3;0;6;1;12;35;10;39;28;41;0;0;0;0;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;AKYG587;NA
ASV3337:Roseobacter clade NAC11-7 lineage;0;4;0;3;0;0;24;8;3;0;4;14;5;5;4;3;2;0;4;6;21;0;17;0;6;7;17;8;16;8;15;21;92;4;31;67;8;24;13;24;17;0;18;49;1;14;84;37;30;12;31;8;26;4;18;17;10;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter clade NAC11-7 lineage;NA
ASV3362:Shewanella.algidipiscicola;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;algidipiscicola
ASV3382:Nodularia PCC-9350;7;1;18;78;28;5;14;21;18;129;0;8;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;12;0;7;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nodularia PCC-9350;NA
ASV3400:Parasphingopyxis;1;0;24;8;10;6;15;0;43;10;0;8;2;1;0;2;3;4;3;3;7;0;2;2;5;11;7;5;5;0;5;13;41;13;9;49;17;17;9;13;11;11;7;20;3;8;43;16;9;15;10;6;10;8;14;3;8;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Parasphingopyxis;NA
ASV3452:Pseudohongiella;47;164;84;129;35;168;33;242;121;96;52;100;35;42;46;14;50;16;54;32;36;20;78;17;46;8;42;11;34;26;18;48;84;74;55;78;39;52;31;36;40;19;23;66;39;59;112;87;65;136;31;7;19;212;83;175;54;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella;NA
ASV3487:ADurb.Bin120;0;0;8;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120;NA
ASV3502:Entotheonellaceae;0;0;0;0;69;0;5;0;0;6;12;0;13;6;10;13;21;14;17;0;0;7;2;13;13;16;12;19;5;24;0;5;2;0;18;2;9;16;21;20;15;28;24;45;11;46;32;19;6;13;15;2;23;0;2;0;0;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;NA;NA
ASV3511:OM182 clade;11;2;40;11;14;1;15;10;10;34;2;3;0;2;2;0;0;2;0;2;1;6;18;4;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;24;1;0;0;0;0;0;0;0;3;1;7;16;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;NA;NA
ASV3520:BIrii41;30;37;29;47;23;41;16;41;38;28;100;24;54;72;74;69;38;94;41;45;21;34;11;45;99;53;82;40;84;49;28;140;98;42;69;82;123;47;57;44;86;103;50;55;18;69;45;72;42;77;49;17;46;37;21;45;11;Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;NA;NA
ASV3554:Alterococcus;12;7;6;3;28;2;18;8;34;45;42;3;44;47;35;24;23;31;15;85;18;47;5;29;16;15;18;21;15;12;0;28;25;8;31;26;28;20;30;11;42;11;17;22;5;24;34;22;31;24;12;6;12;1;7;4;5;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Alterococcus;NA
ASV3563:Devosia;0;4;1;1;0;5;0;1;0;0;0;2;0;0;0;1;1;0;0;0;4;0;0;0;3;0;0;4;0;0;12;0;13;3;11;56;0;6;6;11;2;1;13;32;1;0;18;16;9;2;3;0;8;0;5;3;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;NA
ASV3577:Silicimonas;22;28;45;14;4;32;17;21;95;14;7;47;14;13;9;9;10;16;26;19;43;6;4;5;29;8;21;2;23;16;12;12;33;30;17;44;21;6;4;5;4;5;9;10;8;7;48;29;18;9;7;0;8;31;66;29;53;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Silicimonas;NA
ASV3592:Pedomicrobium;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;1;0;6;1;6;3;6;0;3;26;61;71;0;152;82;117;39;26;55;26;30;40;31;0;26;25;35;43;25;96;28;98;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Pedomicrobium;NA
ASV3594:Propionigenium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;2;3;0;Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Propionigenium;NA
ASV3619:Aquicella;2;0;32;1;0;0;9;7;12;5;4;12;2;4;3;6;4;7;18;7;8;14;0;1;8;9;5;2;2;11;0;7;0;8;5;0;0;22;28;24;33;12;0;13;8;115;29;68;2;2;27;7;11;0;1;0;19;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;NA
ASV3633:Jannaschia;3;1;6;18;0;2;0;4;7;0;2;16;0;4;1;0;0;8;3;0;2;0;2;1;3;4;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;6;10;6;6;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Jannaschia;NA
ASV3635:Shewanella;0;4;0;0;11;5;0;11;0;4;4;0;10;14;13;14;4;5;21;3;3;0;0;4;16;21;12;22;0;20;0;10;15;0;20;0;9;3;7;6;9;8;7;2;4;12;6;8;3;8;24;0;13;9;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Shewanella;NA
ASV3661:Thioclava;17;0;5;1;0;0;17;0;3;6;0;0;0;2;3;4;14;45;240;4;7;0;3;5;0;10;0;14;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;3;19;0;0;0;0;0;0;0;0;2;96;1;24;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Thioclava;NA
ASV3704:Thiotrichaceae;18;3;33;31;32;8;42;10;38;31;68;11;9;78;14;3;0;5;2;52;17;40;15;9;49;11;35;19;27;21;0;0;0;3;2;0;3;3;4;1;9;3;2;0;34;17;1;11;0;0;3;0;7;12;23;10;42;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;NA;NA
ASV3717:Bacillus.weihaiensis;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;14;0;0;3;2;0;5;0;15;0;0;3;0;17;0;0;11;20;9;24;14;53;49;2;4;16;7;0;0;16;0;12;0;0;0;1;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;weihaiensis
ASV3732:Arcticiflavibacter;12;19;23;27;3;12;2;25;54;10;38;21;23;39;32;10;26;33;14;5;26;1;7;15;19;8;12;16;53;25;0;6;4;29;6;3;2;7;3;9;12;2;0;0;17;2;10;1;7;10;1;2;0;26;32;33;17;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Arcticiflavibacter;NA
ASV3769:Amphiplicatus;0;0;0;0;42;0;0;0;0;0;24;0;15;19;19;25;14;27;78;0;0;0;0;21;14;12;7;12;7;21;0;10;0;0;0;0;0;43;20;40;19;9;7;7;0;10;6;10;17;9;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Parvularculaceae;Amphiplicatus;NA
ASV3781:Gilvimarinus;0;0;0;4;0;0;0;0;0;0;7;0;12;4;11;8;2;21;6;0;20;0;0;0;6;15;4;14;2;7;0;15;2;0;9;11;2;52;4;40;2;4;7;7;0;0;19;9;9;9;3;5;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;Gilvimarinus;NA
ASV3818:Lewinella;13;8;11;17;1;16;2;18;21;12;24;26;32;17;30;3;5;7;11;24;16;11;12;23;40;10;25;11;27;15;0;2;6;35;4;0;0;11;11;9;18;3;2;20;7;18;15;11;12;17;15;0;2;57;26;44;14;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;NA
ASV3819:Denitromonas;0;0;0;0;0;0;0;0;0;0;35;0;35;46;29;13;6;18;13;4;17;0;0;4;26;7;32;13;7;44;0;0;2;0;1;0;0;2;1;1;1;0;0;2;0;0;5;17;0;0;2;0;2;4;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Denitromonas;NA
ASV3824:Clostridium sensu stricto 1.beijerinckii;4;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;4;0;0;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;beijerinckii
ASV3828:Phaeodactylibacter;8;3;8;6;8;7;3;8;3;16;19;2;21;13;19;11;12;14;4;36;8;21;1;39;18;0;16;8;16;16;0;4;4;17;0;10;1;2;1;3;5;3;0;5;17;10;1;8;0;1;2;0;1;12;4;16;9;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;NA
ASV3835:Polyangiaceae;0;11;1;2;0;13;2;21;2;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;5;13;14;4;Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;NA;NA
ASV3839:S15-21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;26;24;0;18;130;76;8;11;9;15;18;17;13;0;4;8;13;34;33;32;17;30;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;S15-21;NA;NA
ASV3859:Prolixibacteraceae;89;38;143;180;94;50;97;26;78;77;81;96;18;46;19;13;5;15;7;68;8;71;44;15;25;12;21;16;39;5;0;0;0;23;6;0;2;2;3;1;0;7;4;5;94;29;6;18;0;0;24;3;16;70;86;66;82;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;NA;NA
ASV3863:Caulobacteraceae;0;0;0;0;0;0;0;0;0;0;4;0;14;7;9;3;12;4;15;0;0;0;0;0;10;3;10;2;2;9;8;16;24;0;33;41;7;14;4;11;7;4;2;19;0;3;13;6;5;8;4;3;3;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;NA
ASV3907:Cm1-21;22;6;7;6;48;13;3;5;24;15;19;17;17;21;11;15;16;11;10;7;8;16;9;10;22;18;17;13;23;23;6;30;31;16;17;37;16;45;23;51;31;23;25;71;8;57;57;63;27;44;13;7;11;5;9;2;9;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;Cm1-21;NA
ASV3908:Enhygromyxa;9;2;0;6;10;0;5;11;0;10;14;0;13;23;16;9;13;11;20;24;10;47;0;18;10;12;9;14;4;15;7;27;27;3;22;34;26;11;24;18;24;14;29;37;0;18;21;30;25;14;39;6;27;6;2;11;3;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Enhygromyxa;NA
ASV3914:Nitrospira;28;20;38;34;14;53;22;43;64;44;22;38;14;8;14;22;11;11;8;26;23;8;15;39;14;8;14;12;18;17;4;24;12;22;64;17;15;3;9;5;3;11;9;3;28;6;6;12;21;19;7;13;5;42;28;22;38;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;NA
ASV3927:Euzebyella;21;6;16;26;1;13;3;15;10;4;3;6;14;2;11;2;6;0;7;0;14;0;9;1;6;6;4;4;0;4;1;2;25;18;23;53;0;14;7;7;13;2;5;12;6;9;24;26;4;5;3;2;8;22;19;25;7;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Euzebyella;NA
ASV3928:Winogradskyella;38;20;77;84;29;13;63;29;61;22;14;6;11;18;12;12;16;11;12;0;19;2;63;5;7;7;6;6;6;4;0;0;0;8;0;2;0;2;1;0;0;0;0;2;64;0;10;0;1;9;0;0;1;61;127;38;36;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Winogradskyella;NA
ASV3940:MND1;4;0;1;0;15;0;1;1;0;2;51;0;29;36;31;50;12;28;6;49;6;19;0;10;37;31;35;38;17;32;20;69;24;0;112;15;94;19;50;25;67;114;54;26;1;66;33;54;29;69;26;16;25;0;0;0;2;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;MND1;NA
ASV3946:Marinicella.litoralis;6;5;6;57;12;15;2;9;5;7;7;1;5;5;11;9;10;3;6;10;18;1;0;12;9;0;13;8;4;15;0;15;38;4;6;8;0;17;11;14;13;1;2;24;13;9;42;19;10;17;12;2;19;33;2;7;3;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Marinicella;litoralis
ASV3961:Methylorosula;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylorosula;NA
ASV3962:Bacillus.aquimaris;0;0;0;0;9;0;3;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;89;23;95;21;3;26;3;0;0;2;0;13;0;8;2;6;0;0;0;2;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;aquimaris
ASV3981:Tenacibaculum;12;0;3;10;21;5;14;7;29;12;18;1;9;26;4;1;28;29;0;10;5;3;0;3;29;5;28;4;0;42;0;0;8;0;4;0;4;31;20;25;8;24;24;18;5;1;27;66;17;2;17;0;7;12;59;5;9;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Tenacibaculum;NA
ASV3988:Desulfotalea;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;Desulfotalea;NA
ASV4032:PBS-18;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;PBS-18;NA;NA
ASV4098:Arenibacter;3;0;0;3;29;0;4;0;1;6;3;3;6;2;8;0;2;0;0;0;8;0;0;1;1;6;0;5;0;11;14;12;74;3;30;59;4;29;4;22;12;5;19;39;7;23;40;48;14;7;6;5;2;2;4;1;6;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Arenibacter;NA
ASV4181:MBAE14;0;2;8;6;36;0;39;3;36;21;22;5;47;14;41;19;21;24;20;32;39;22;6;27;34;17;28;26;25;66;1;2;2;5;3;0;0;0;3;5;4;9;8;3;10;3;0;2;1;4;4;3;0;8;9;0;11;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;MBAE14;NA;NA
ASV4191:Sporosarcina;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;9;0;61;0;0;5;12;4;8;9;8;4;0;0;3;3;1;0;14;1;14;0;0;0;0;Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;NA
ASV4196:Nocardioides;2;5;0;7;0;9;0;4;0;0;11;13;0;4;0;7;4;8;4;2;6;0;4;0;2;0;0;5;2;0;56;6;24;3;9;46;23;7;7;9;10;14;18;6;0;4;10;6;33;13;8;0;8;0;5;1;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;NA
ASV4218:Nitriliruptoraceae;16;29;17;92;8;37;6;54;56;27;11;15;15;11;11;20;26;15;9;21;29;28;2;12;15;5;14;15;17;16;44;61;63;30;45;75;52;17;15;28;19;24;28;42;3;33;57;55;58;18;41;7;21;28;11;9;6;Bacteria;Actinobacteriota;Actinobacteria;Nitriliruptorales;Nitriliruptoraceae;NA;NA
ASV4219:Olleya.aquimaris;52;1;0;1;2;0;4;0;13;10;3;0;0;0;1;0;10;7;0;0;0;0;0;0;73;0;70;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;3;1;0;0;0;53;2;10;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Olleya;aquimaris
ASV4223:Hyphobacterium;0;34;8;59;2;5;0;27;2;4;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;67;9;39;2;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphobacterium;NA
ASV4259:Wenyingzhuangia;36;0;2;3;0;5;0;2;3;0;18;2;31;17;53;8;10;12;1;7;3;13;0;6;6;17;3;26;0;33;0;14;0;0;5;0;32;0;2;0;3;0;0;5;0;7;9;4;0;46;0;0;0;3;15;19;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Wenyingzhuangia;NA
ASV4292:Turicibacter;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;2;0;0;3;0;0;3;2;2;0;1;5;0;0;0;4;0;4;5;0;0;1;0;5;4;0;1;2;8;3;0;3;0;2;0;0;0;0;Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;NA
ASV4294:Hydrogenedensaceae;17;20;40;20;11;27;47;65;92;31;11;34;21;14;35;29;22;23;16;45;13;41;10;68;20;28;16;29;39;29;8;11;10;30;11;35;11;22;18;16;18;4;11;13;7;32;29;18;36;45;1;2;9;25;28;27;21;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;NA;NA
ASV4304:Anaeromicrobium;2;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaeromicrobium;NA;NA
ASV4322:Croceicoccus;9;0;11;0;18;0;14;0;24;8;0;6;0;0;2;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;3;13;6;9;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Croceicoccus;NA
ASV4418:Oceanibaculum;0;4;3;4;5;8;0;3;3;4;8;7;1;5;3;5;13;7;5;13;3;3;0;5;10;4;5;5;6;7;4;16;9;0;8;11;10;9;10;8;10;13;12;7;0;12;6;14;4;23;11;1;0;0;0;2;0;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;Oceanibaculaceae;Oceanibaculum;NA
ASV4448:Gramella.antarctica;1;0;0;7;1;1;10;4;1;0;9;43;4;6;7;8;3;12;15;5;9;4;11;7;4;11;3;26;5;3;0;0;0;2;0;2;0;0;0;1;0;1;0;0;4;0;0;1;2;0;0;0;0;2;27;3;2;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gramella;antarctica
