ASVs;JMG1;JMG10;JMG11;JMG12;JMG13;JMG14;JMG15;JMG16;JMG17;JMG18;JMG19;JMG2;JMG20;JMG21;JMG22;JMG23;JMG24;JMG25;JMG26;JMG27;JMG28;JMG29;JMG3;JMG30;JMG31;JMG32;JMG33;JMG34;JMG35;JMG36;JMG37;JMG38;JMG39;JMG4;JMG40;JMG41;JMG42;JMG43;JMG44;JMG45;JMG46;JMG47;JMG48;JMG49;JMG5;JMG50;JMG51;JMG52;JMG53;JMG54;JMG55;JMG56;JMG57;JMG6;JMG7;JMG8;JMG9;Kingdom;Phylum;Class;Order;Family;Genus;Species
ASV13666:NS7 marine group;0;0;0;12;7;0;0;0;0;0;0;4;3;4;2;0;0;0;0;3;6;2;0;0;11;0;6;4;0;0;0;0;0;0;0;0;4;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;3;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS7 marine group;NA;NA
ASV13687:Serratia.plymuthica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;27;0;20;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;plymuthica
ASV13780:Moduliflexaceae;15;9;5;6;0;6;6;9;2;1;0;7;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;8;5;5;2;Bacteria;Modulibacteria;Moduliflexia;Moduliflexales;Moduliflexaceae;NA;NA
ASV13824:Gramella.forsetii;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;0;15;0;9;0;5;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gramella;forsetii
ASV14079:JdFR-76;11;0;10;1;32;0;9;4;1;6;0;0;2;0;0;0;1;2;3;3;1;12;7;0;1;3;3;3;0;3;0;0;0;0;0;0;0;1;0;1;0;8;2;3;11;14;1;4;0;0;0;0;0;0;5;0;2;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;JdFR-76;NA
ASV14095:Unknown Family;0;0;0;9;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;7;0;Bacteria;Cyanobacteria;Cyanobacteriia;Oxyphotobacteria Incertae Sedis;Unknown Family;NA;NA
ASV14111:Fimbriimonadaceae;0;0;0;0;0;0;0;0;6;0;0;0;4;2;4;1;3;4;0;9;4;0;0;3;1;6;2;3;0;4;0;5;0;0;5;7;1;11;4;8;2;0;2;0;0;3;4;2;2;5;4;2;3;0;0;0;0;Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;NA;NA
ASV14247:Lewinella.aquimaris;0;0;2;0;0;0;0;0;0;0;1;32;0;3;0;0;0;6;4;0;2;0;0;0;4;6;0;7;0;0;0;0;0;0;0;7;0;4;0;9;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;aquimaris
ASV14261:Luteolibacter.algae;3;0;0;13;0;6;0;1;1;0;0;3;2;2;2;0;0;3;1;1;2;0;0;0;0;0;2;4;0;6;14;7;6;3;2;7;4;20;8;22;3;0;1;4;0;4;7;0;4;7;5;6;4;4;0;0;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;algae
ASV14264:Amoebophilaceae;18;0;7;6;0;3;0;0;12;5;4;5;4;0;2;3;11;2;5;3;0;0;0;2;4;3;4;5;4;0;0;0;2;8;2;2;0;11;4;4;13;0;2;3;2;5;4;6;13;18;3;2;7;0;0;2;0;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Amoebophilaceae;NA;NA
ASV14270:CL500-29 marine group;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;6;0;0;1;0;3;2;4;5;2;0;0;0;2;0;0;17;0;8;0;0;0;0;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;NA
ASV14357:Marinilabiliaceae;3;15;0;11;0;9;0;6;0;0;0;12;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;4;12;0;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;NA;NA
ASV14367:Luteivirga;0;2;0;17;0;0;0;4;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;2;2;0;0;1;2;0;0;0;0;0;3;0;4;0;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Flammeovirgaceae;Luteivirga;NA
ASV14378:Halobacteroidaceae;0;0;0;0;5;0;24;0;2;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;3;0;0;1;0;0;0;0;3;0;22;0;16;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;NA;NA
ASV14389:BSV26;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;2;0;3;0;3;0;4;0;0;5;1;0;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;NA;NA
ASV14509:Dehalobium;7;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;Dehalococcoidales Incertae Sedis;Dehalobium;NA
ASV14537:Salinimonas;0;0;0;4;0;0;0;0;0;0;1;0;3;0;2;2;9;0;0;0;2;0;4;0;0;6;0;4;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Salinimonas;NA
ASV14547:Alcanivorax.borkumensis;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;14;0;0;2;0;3;0;0;1;4;0;0;0;4;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1;Alcanivorax;borkumensis
ASV14561:Nocardioides.albus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;4;0;1;10;5;0;2;0;0;1;0;4;0;0;0;2;0;0;3;0;1;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;albus
ASV14563:Reyranella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;9;0;4;10;0;0;0;4;1;1;0;3;0;1;0;3;3;0;6;0;8;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;NA
ASV14723:Lacunisphaera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;0;9;0;0;0;3;2;3;0;0;2;0;4;9;2;3;4;0;3;2;0;0;0;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;NA
ASV14815:Criblamydiaceae;4;0;7;0;3;0;10;0;3;0;0;0;0;0;3;0;0;0;3;3;0;2;10;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;5;Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Criblamydiaceae;NA;NA
ASV14825:Chroococcidiopsaceae;0;15;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;6;0;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Chroococcidiopsaceae;NA;NA
ASV14962:Desulfocarbo.indianensis;13;1;1;3;3;3;8;0;3;2;0;3;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;5;1;0;Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales;Desulfarculaceae;Desulfocarbo;indianensis
ASV14973:Arboricoccus.pini;0;7;3;3;0;4;0;5;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Arboricoccus;pini
ASV15009:Oceanisphaera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Aeromonadaceae;Oceanisphaera;NA
ASV15013:Mycobacterium.tusciae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;8;0;0;7;5;0;0;2;2;0;0;6;0;0;0;7;6;4;10;0;5;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycobacterium;tusciae
ASV15123:endosymbionts;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;endosymbionts;NA
ASV15134:Zooshikella.ganghwensis;2;0;0;0;0;2;0;3;0;0;0;8;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;2;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Endozoicomonadaceae;Zooshikella;ganghwensis
ASV15135:Porticoccus.hydrocarbonoclasticus;2;5;3;5;0;5;0;2;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;6;0;3;4;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;Porticoccus;hydrocarbonoclasticus
ASV15137:Brumimicrobium;1;0;0;33;1;1;0;0;0;4;4;0;0;0;2;3;6;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;13;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Brumimicrobium;NA
ASV15141:Owenweeksia;0;6;4;5;0;0;0;6;0;0;0;2;0;0;2;0;0;5;0;0;13;0;0;0;0;0;0;0;0;0;0;0;10;0;0;8;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;7;2;3;1;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Owenweeksia;NA
ASV15147:Alteromonas;1;0;2;8;1;6;3;3;0;2;4;3;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;16;2;0;2;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Alteromonas;NA
ASV15151:Terasakiellaceae;0;1;0;31;0;14;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;NA;NA
ASV15183:Ellin516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;7;0;1;3;2;3;0;3;3;0;0;1;0;0;0;0;12;0;10;0;0;0;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;NA
ASV15306:Photobacterium.lipolyticum;4;0;0;0;0;1;10;0;4;2;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Photobacterium;lipolyticum
ASV15309:Henriciella;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;8;0;0;0;0;0;0;1;0;3;0;3;0;0;1;0;0;0;7;0;4;0;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Henriciella;NA
ASV15337:Planktothricoides SR001;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;25;0;Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Oscillatoriaceae;Planktothricoides SR001;NA
ASV15356:Saccharospirillum;1;0;0;0;0;8;0;3;0;0;0;0;2;2;0;4;8;0;0;4;0;0;0;0;3;2;0;0;2;0;2;0;3;0;5;1;2;0;0;0;5;2;0;3;0;6;4;9;0;0;3;0;1;0;0;4;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Saccharospirillaceae;Saccharospirillum;NA
ASV15446:Streptomyces.lavendulae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces;lavendulae
ASV15497:Pelagicoccus;3;11;0;5;0;7;1;35;2;0;2;4;0;0;2;0;0;3;0;1;10;2;2;0;3;1;1;0;0;2;2;0;4;8;2;3;0;3;0;0;0;0;0;0;0;4;0;6;2;0;3;0;2;28;0;32;0;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Pelagicoccus;NA
ASV15517:Rhodocyclaceae;0;0;0;0;0;0;0;0;0;0;0;0;8;0;6;2;0;0;0;0;1;0;0;0;6;1;2;2;0;5;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;NA;NA
ASV15519:Sulfurifustis;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;8;0;11;0;10;8;5;6;9;11;2;3;0;12;3;15;3;4;7;1;9;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;NA
ASV15521:Cryomorphaceae;1;1;0;36;0;2;3;3;2;7;4;1;3;2;0;0;0;10;0;0;14;1;0;0;3;0;2;0;0;20;0;2;3;4;2;0;0;1;1;1;0;0;0;0;1;2;7;6;0;0;4;0;0;16;0;5;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;NA;NA
ASV15525:Psychrobacter.glacincola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;glacincola
ASV15530:Sinomicrobium;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;16;6;0;0;0;3;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Sinomicrobium;NA
ASV15660:Clostridiaceae;1;0;2;0;1;0;12;0;0;0;0;0;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;1;0;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;NA
ASV15673:Alteromonas.halophila;4;1;0;0;4;0;5;0;0;1;0;3;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;6;0;3;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Alteromonas;halophila
ASV15693:Micavibrionaceae;0;0;3;17;0;29;0;6;0;10;0;0;0;3;0;2;2;2;0;11;3;6;0;0;3;4;0;3;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;NA;NA
ASV15694:Congregibacter;0;1;2;12;0;16;0;13;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;1;7;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Congregibacter;NA
ASV15718:Aliikangiella.marina;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;0;4;0;1;2;3;0;3;0;4;0;0;1;0;2;0;6;0;0;0;0;5;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Kangiellaceae;Aliikangiella;marina
ASV15726:Defluviitaleaceae UCG-011;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;28;0;0;Bacteria;Firmicutes;Clostridia;Lachnospirales;Defluviitaleaceae;Defluviitaleaceae UCG-011;NA
ASV15854:Candidatus Paracaedibacter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus Paracaedibacter;NA
ASV15865:Zobellia.russellii;3;0;0;2;1;3;0;0;0;1;0;0;0;0;5;0;7;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;4;1;0;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Zobellia;russellii
ASV15867:Natranaerovirga;2;0;7;0;0;1;14;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Natranaerovirga;NA
ASV15880:Polaribacter;0;1;0;0;0;0;3;0;2;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;15;5;0;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;NA
ASV15900:Alkalimarinus;0;3;0;0;0;0;3;0;0;11;3;0;0;1;2;4;0;0;5;0;2;0;3;1;1;4;3;3;0;0;0;0;0;0;1;0;0;2;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;4;2;3;5;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Unknown Family;Alkalimarinus;NA
ASV15928:211ds20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;7;0;3;4;0;0;2;0;0;0;1;0;0;2;0;10;3;0;3;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;211ds20;NA;NA
ASV15934:Babeliaceae;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;13;0;0;0;0;Bacteria;Dependentiae;Babeliae;Babeliales;Babeliaceae;NA;NA
ASV15941:Promicromonospora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;52;6;0;2;6;0;0;10;6;0;0;3;0;1;0;1;0;0;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Promicromonospora;NA
ASV15945:Roseimarinus;0;0;0;5;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Roseimarinus;NA
ASV16030:Spirosoma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;NA
ASV16131:Larsenimonas.suaedae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;2;19;0;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Larsenimonas;suaedae
ASV16137:Vibrio.kanaloae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Vibrionaceae;Vibrio;kanaloae
ASV16287:Rhodococcus.coprophilus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;6;0;6;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;4;0;4;0;0;0;0;Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;coprophilus
ASV16305:Candidatus Berkiella;4;1;9;6;4;0;3;0;10;0;0;11;0;0;0;4;0;2;0;6;0;1;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;3;0;0;0;5;6;0;0;10;0;6;0;0;0;0;0;0;5;8;11;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Berkiella;NA
ASV16326:Tangfeifania;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Tangfeifania;NA
ASV16358:Kushneria.marisflavi;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;9;1;16;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halomonadaceae;Kushneria;marisflavi
ASV16511:Pedobacter.lignilitoris;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;lignilitoris
ASV16524:Lentimicrobiaceae;17;7;8;31;0;5;3;23;4;0;1;24;0;0;0;0;1;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;4;11;29;2;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;NA;NA
ASV16526:Bdellovibrio;3;7;3;4;4;9;5;2;4;2;9;1;3;5;1;2;0;2;2;5;1;0;7;1;2;1;3;1;2;2;0;0;3;6;0;1;0;1;0;1;0;0;0;0;2;0;0;7;0;7;1;0;0;13;0;6;2;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;NA
ASV16548:Halarcobacter;0;2;0;2;6;1;1;7;0;4;0;2;0;0;0;0;0;0;0;0;0;0;12;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;3;0;16;0;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;Halarcobacter;NA
ASV16596:Nordella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;3;0;4;0;0;0;1;0;2;0;0;0;1;3;0;0;2;0;5;0;0;0;0;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Nordella;NA
ASV16598:Rhodonellum.psychrophilum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;4;0;5;0;1;1;1;0;0;0;0;0;1;5;3;2;0;2;0;0;0;0;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Rhodonellum;psychrophilum
