Spalte1	ID	Pixel_total	Pixel_nreduced	Pixel_reduced	Pixel_green	Pixel_black	Depth	Zone	Treatment	Plot_ID	Side	Month	Year	ri	Date_full	subplot	ID_plot_subplot	plotid	date.insertion	date.retreaval	campaign
444	130b-G6-09-23.jpg	232561	9906	210860	3384	8411	30-40 cm	PZ	ambient	130	G	September	23	0.95512896	09-23	G6	130G6	130	2023-09-11	2023-10-23	six
445	130b-G6-09-23.jpg	232561	66692	155113	2833	7923	40-50 cm	PZ	ambient	130	G	September	23	0.699321476	09-23	G6	130G6	130	2023-09-11	2023-10-23	six
446	130b-G6-09-23.jpg	232561	27554	195533	903	8571	50-60 cm	PZ	ambient	130	G	September	23	0.876487648	09-23	G6	130G6	130	2023-09-11	2023-10-23	six
447	130b-G6-09-23.jpg	232561	111693	113235	465	7168	60-70 cm	PZ	ambient	130	G	September	23	0.503427764	09-23	G6	130G6	130	2023-09-11	2023-10-23	six
448	130b-G6-09-23.jpg	232218	149220	69466	5206	8326	70-80 cm	PZ	ambient	130	G	September	23	0.317651793	09-23	G6	130G6	130	2023-09-11	2023-10-23	six
449	131a-A6-07-23.jpg	227473	17863	207095	1301	1214	0-10 cm	PZ	+1.5°C	131	A	July	23	0.920594066	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
450	131a-A6-07-23.jpg	227473	799	226657	12	5	10-20 cm	PZ	+1.5°C	131	A	July	23	0.996487233	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
451	131a-A6-07-23.jpg	227473	449	226878	103	43	20-30 cm	PZ	+1.5°C	131	A	July	23	0.998024872	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
452	131a-A6-07-23.jpg	227473	302	226772	306	93	30-40 cm	PZ	+1.5°C	131	A	July	23	0.998670037	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
453	131a-A6-07-23.jpg	227473	609	225406	580	878	40-50 cm	PZ	+1.5°C	131	A	July	23	0.997305489	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
454	131a-A6-07-23.jpg	227473	57493	168863	339	778	50-60 cm	PZ	+1.5°C	131	A	July	23	0.746006291	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
455	131a-A6-07-23.jpg	227473	176728	50695	16	34	60-70 cm	PZ	+1.5°C	131	A	July	23	0.222910612	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
456	131a-A6-07-23.jpg	225792	218409	3828	454	3101	70-80 cm	PZ	+1.5°C	131	A	July	23	0.017224855	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
457	131a-A6-09-23.jpg	231877	2284	217858	1196	10539	0-10 cm	PZ	+1.5°C	131	A	September	23	0.989624878	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
458	131a-A6-09-23.jpg	231877	328	221069	500	9980	10-20 cm	PZ	+1.5°C	131	A	September	23	0.998518498	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
459	131a-A6-09-23.jpg	231877	1131	219214	1353	10179	20-30 cm	PZ	+1.5°C	131	A	September	23	0.99486714	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
460	131a-A6-09-23.jpg	231877	275	220564	4759	6279	30-40 cm	PZ	+1.5°C	131	A	September	23	0.998754749	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
461	131a-A6-09-23.jpg	231877	134	222111	4036	5596	40-50 cm	PZ	+1.5°C	131	A	September	23	0.999397062	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
462	131a-A6-09-23.jpg	231877	1278	222634	1184	6781	50-60 cm	PZ	+1.5°C	131	A	September	23	0.994292401	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
463	131a-A6-09-23.jpg	231877	62762	162899	499	5717	60-70 cm	PZ	+1.5°C	131	A	September	23	0.721874848	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
464	131a-A6-09-23.jpg	231192	174416	46553	2117	8106	70-80 cm	PZ	+1.5°C	131	A	September	23	0.210676611	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
465	131a-G6-07-23.jpg	228145	39117	180979	3295	4754	0-10 cm	PZ	+1.5°C	131	G	July	23	0.822273008	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
466	131a-G6-07-23.jpg	228145	20613	201756	1315	4461	10-20 cm	PZ	+1.5°C	131	G	July	23	0.907302727	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
467	131a-G6-07-23.jpg	228145	22815	198910	3473	2947	20-30 cm	PZ	+1.5°C	131	G	July	23	0.897102266	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
468	131a-G6-07-23.jpg	228145	722	223214	2414	1795	30-40 cm	PZ	+1.5°C	131	G	July	23	0.996775865	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
469	131a-G6-07-23.jpg	228145	5097	218740	3028	1280	40-50 cm	PZ	+1.5°C	131	G	July	23	0.977228966	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
470	131a-G6-07-23.jpg	228145	233	222970	4215	727	50-60 cm	PZ	+1.5°C	131	G	July	23	0.998956107	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
471	131a-G6-07-23.jpg	228145	120566	102702	483	4394	60-70 cm	PZ	+1.5°C	131	G	July	23	0.459994267	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
472	131a-G6-07-23.jpg	226464	215558	5452	1317	4137	70-80 cm	PZ	+1.5°C	131	G	July	23	0.024668567	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
473	131a-G6-09-23.jpg	231877	109718	109521	1044	11594	0-10 cm	PZ	+1.5°C	131	G	September	23	0.499550719	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
474	131a-G6-09-23.jpg	231877	1880	217224	697	12076	10-20 cm	PZ	+1.5°C	131	G	September	23	0.9914196	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
475	131a-G6-09-23.jpg	231877	1441	218033	1110	11293	20-30 cm	PZ	+1.5°C	131	G	September	23	0.993434302	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
476	131a-G6-09-23.jpg	231877	415	219855	3035	8572	30-40 cm	PZ	+1.5°C	131	G	September	23	0.998115949	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
477	131a-G6-09-23.jpg	231877	254	221058	3295	7270	40-50 cm	PZ	+1.5°C	131	G	September	23	0.998852299	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
478	131a-G6-09-23.jpg	231877	617	221573	789	8898	50-60 cm	PZ	+1.5°C	131	G	September	23	0.997223097	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
479	131a-G6-09-23.jpg	231877	52648	170550	524	8155	60-70 cm	PZ	+1.5°C	131	G	September	23	0.76411975	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
480	131a-G6-09-23.jpg	231192	183036	34993	3291	9872	70-80 cm	PZ	+1.5°C	131	G	September	23	0.160496998	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
481	131b-A6-07-23.jpg	227473	8593	216913	1933	34	0-10 cm	PZ	+1.5°C	131	A	July	23	0.961894584	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
482	131b-A6-07-23.jpg	227473	2474	224656	209	134	10-20 cm	PZ	+1.5°C	131	A	July	23	0.98910756	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
483	131b-A6-07-23.jpg	227473	414	224926	570	1563	20-30 cm	PZ	+1.5°C	131	A	July	23	0.998162776	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
484	131b-A6-07-23.jpg	227473	428	223260	1583	2202	30-40 cm	PZ	+1.5°C	131	A	July	23	0.998086621	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
485	131b-A6-07-23.jpg	227473	623	222422	1753	2675	40-50 cm	PZ	+1.5°C	131	A	July	23	0.997206842	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
486	131b-A6-07-23.jpg	227473	15086	206046	1241	5100	50-60 cm	PZ	+1.5°C	131	A	July	23	0.931778304	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
487	131b-A6-07-23.jpg	227473	193762	26471	590	6650	60-70 cm	PZ	+1.5°C	131	A	July	23	0.120195429	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
488	131b-A6-07-23.jpg	225792	219227	845	648	5072	70-80 cm	PZ	+1.5°C	131	A	July	23	0.003839652	07-23	A6	131A6	131	2023-07-31	2023-09-11	five
489	131b-A6-09-23.jpg	231877	4898	216470	688	9821	0-10 cm	PZ	+1.5°C	131	A	September	23	0.977873947	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
490	131b-A6-09-23.jpg	231877	1214	220077	654	9932	10-20 cm	PZ	+1.5°C	131	A	September	23	0.994514011	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
491	131b-A6-09-23.jpg	231877	406	221306	1341	8824	20-30 cm	PZ	+1.5°C	131	A	September	23	0.998168796	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
492	131b-A6-09-23.jpg	231877	220	222632	3547	5478	30-40 cm	PZ	+1.5°C	131	A	September	23	0.999012798	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
493	131b-A6-09-23.jpg	231877	187	224168	3621	3901	40-50 cm	PZ	+1.5°C	131	A	September	23	0.9991665	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
494	131b-A6-09-23.jpg	231877	565	225442	1204	4666	50-60 cm	PZ	+1.5°C	131	A	September	23	0.997500077	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
495	131b-A6-09-23.jpg	231877	74235	152066	840	4736	60-70 cm	PZ	+1.5°C	131	A	September	23	0.671963447	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
496	131b-A6-09-23.jpg	231192	135096	86095	2368	7633	70-80 cm	PZ	+1.5°C	131	A	September	23	0.389233739	09-23	A6	131A6	131	2023-09-11	2023-10-23	six
497	131b-G6-07-23.jpg	228145	49443	170182	2741	5779	0-10 cm	PZ	+1.5°C	131	G	July	23	0.774875356	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
498	131b-G6-07-23.jpg	228145	46980	172900	1485	6780	10-20 cm	PZ	+1.5°C	131	G	July	23	0.786338003	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
499	131b-G6-07-23.jpg	228145	481	219621	4393	3650	20-30 cm	PZ	+1.5°C	131	G	July	23	0.99781465	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
500	131b-G6-07-23.jpg	228145	699	221057	4141	2248	30-40 cm	PZ	+1.5°C	131	G	July	23	0.996847887	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
501	131b-G6-07-23.jpg	228145	2517	220776	3213	1639	40-50 cm	PZ	+1.5°C	131	G	July	23	0.988727815	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
502	131b-G6-07-23.jpg	228145	698	222974	4149	324	50-60 cm	PZ	+1.5°C	131	G	July	23	0.996879359	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
503	131b-G6-07-23.jpg	228145	145268	78867	397	3613	60-70 cm	PZ	+1.5°C	131	G	July	23	0.351872755	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
504	131b-G6-07-23.jpg	226464	220510	1998	679	3277	70-80 cm	PZ	+1.5°C	131	G	July	23	0.008979452	07-23	G6	131G6	131	2023-07-31	2023-09-11	five
505	131b-G6-09-23.jpg	231877	91765	130064	659	9389	0-10 cm	PZ	+1.5°C	131	G	September	23	0.586325503	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
506	131b-G6-09-23.jpg	231877	414	220622	513	10328	10-20 cm	PZ	+1.5°C	131	G	September	23	0.998127002	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
507	131b-G6-09-23.jpg	231877	970	220107	1395	9405	20-30 cm	PZ	+1.5°C	131	G	September	23	0.995612388	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
508	131b-G6-09-23.jpg	231877	371	220662	4182	6662	30-40 cm	PZ	+1.5°C	131	G	September	23	0.998321518	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
509	131b-G6-09-23.jpg	231877	1926	219643	4172	6136	40-50 cm	PZ	+1.5°C	131	G	September	23	0.991307448	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
510	131b-G6-09-23.jpg	231877	4417	217989	1418	8053	50-60 cm	PZ	+1.5°C	131	G	September	23	0.980139924	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
511	131b-G6-09-23.jpg	231877	125700	97384	702	8091	60-70 cm	PZ	+1.5°C	131	G	September	23	0.436535117	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
512	131b-G6-09-23.jpg	231192	189607	28234	3033	10318	70-80 cm	PZ	+1.5°C	131	G	September	23	0.129608292	09-23	G6	131G6	131	2023-09-11	2023-10-23	six
513	132a-A6-07-23.jpg	227809	7619	217668	2510	12	0-10 cm	PZ	+3.0°C	132	A	July	23	0.966180916	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
514	132a-A6-07-23.jpg	227809	2877	224778	133	21	10-20 cm	PZ	+3.0°C	132	A	July	23	0.987362456	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
515	132a-A6-07-23.jpg	227809	11423	215823	369	194	20-30 cm	PZ	+3.0°C	132	A	July	23	0.949732889	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
516	132a-A6-07-23.jpg	227809	4022	222323	602	862	30-40 cm	PZ	+3.0°C	132	A	July	23	0.982230666	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
517	132a-A6-07-23.jpg	227809	2898	223426	656	829	40-50 cm	PZ	+3.0°C	132	A	July	23	0.987195348	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
518	132a-A6-07-23.jpg	227809	21526	205603	370	310	50-60 cm	PZ	+3.0°C	132	A	July	23	0.905225665	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
519	132a-A6-07-23.jpg	227809	148105	79127	376	201	60-70 cm	PZ	+3.0°C	132	A	July	23	0.348221201	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
520	132a-A6-07-23.jpg	227136	221964	2964	452	1756	70-80 cm	PZ	+3.0°C	132	A	July	23	0.01317755	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
521	132a-A6-09-23.jpg	231877	1080	217193	1366	12238	0-10 cm	PZ	+3.0°C	132	A	September	23	0.995052068	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
522	132a-A6-09-23.jpg	231877	886	220414	485	10092	10-20 cm	PZ	+3.0°C	132	A	September	23	0.995996385	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
523	132a-A6-09-23.jpg	231877	1602	220005	1207	9063	20-30 cm	PZ	+3.0°C	132	A	September	23	0.992770986	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
524	132a-A6-09-23.jpg	231877	6684	215469	4008	5716	30-40 cm	PZ	+3.0°C	132	A	September	23	0.969912628	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
525	132a-A6-09-23.jpg	231877	160	223272	3993	4452	40-50 cm	PZ	+3.0°C	132	A	September	23	0.999283898	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
526	132a-A6-09-23.jpg	231877	47894	178297	1343	4343	50-60 cm	PZ	+3.0°C	132	A	September	23	0.788258596	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
527	132a-A6-09-23.jpg	231877	172342	54310	859	4366	60-70 cm	PZ	+3.0°C	132	A	September	23	0.239618446	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
528	132a-A6-09-23.jpg	231192	154721	67585	2574	6312	70-80 cm	PZ	+3.0°C	132	A	September	23	0.304017885	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
529	132a-G6-07-23.jpg	228145	98463	110945	5975	12762	0-10 cm	PZ	+3.0°C	132	G	July	23	0.529803064	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
530	132a-G6-07-23.jpg	228145	64303	152856	1337	9649	10-20 cm	PZ	+3.0°C	132	G	July	23	0.703889777	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
531	132a-G6-07-23.jpg	228145	37815	181124	4532	4674	20-30 cm	PZ	+3.0°C	132	G	July	23	0.827280658	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
532	132a-G6-07-23.jpg	228145	24978	195073	5883	2211	30-40 cm	PZ	+3.0°C	132	G	July	23	0.88648995	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
533	132a-G6-07-23.jpg	228145	7408	214389	4394	1954	40-50 cm	PZ	+3.0°C	132	G	July	23	0.966600089	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
534	132a-G6-07-23.jpg	228145	45918	177439	4451	337	50-60 cm	PZ	+3.0°C	132	G	July	23	0.7944188	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
535	132a-G6-07-23.jpg	228145	158806	65432	455	3452	60-70 cm	PZ	+3.0°C	132	G	July	23	0.291797108	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
536	132a-G6-07-23.jpg	226464	211897	9173	590	4804	70-80 cm	PZ	+3.0°C	132	G	July	23	0.041493645	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
537	132a-G6-09-23.jpg	232903	56599	163829	1851	10624	0-10 cm	PZ	+3.0°C	132	G	September	23	0.74323135	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
538	132a-G6-09-23.jpg	232903	17925	204586	487	9905	10-20 cm	PZ	+3.0°C	132	G	September	23	0.919442185	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
539	132a-G6-09-23.jpg	232903	21987	202636	878	7402	20-30 cm	PZ	+3.0°C	132	G	September	23	0.90211599	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
540	132a-G6-09-23.jpg	232903	82296	142852	2385	5370	30-40 cm	PZ	+3.0°C	132	G	September	23	0.634480431	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
541	132a-G6-09-23.jpg	232903	43853	180458	3194	5398	40-50 cm	PZ	+3.0°C	132	G	September	23	0.804499111	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
542	132a-G6-09-23.jpg	232903	49917	173531	1561	7894	50-60 cm	PZ	+3.0°C	132	G	September	23	0.776605743	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
543	132a-G6-09-23.jpg	232903	161819	61605	388	9091	60-70 cm	PZ	+3.0°C	132	G	September	23	0.275731345	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
544	132a-G6-09-23.jpg	231876	171282	42512	9656	8426	70-80 cm	PZ	+3.0°C	132	G	September	23	0.198845618	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
545	132b-A6-07-23.jpg	227809	5325	217775	1322	3387	0-10 cm	PZ	+3.0°C	132	A	July	23	0.976131779	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
546	132b-A6-07-23.jpg	227809	1444	224591	319	1455	10-20 cm	PZ	+3.0°C	132	A	July	23	0.993611609	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
547	132b-A6-07-23.jpg	227809	679	226227	190	713	20-30 cm	PZ	+3.0°C	132	A	July	23	0.997007571	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
548	132b-A6-07-23.jpg	227809	554	226923	99	233	30-40 cm	PZ	+3.0°C	132	A	July	23	0.997564589	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
549	132b-A6-07-23.jpg	227809	188	227614	5	2	40-50 cm	PZ	+3.0°C	132	A	July	23	0.999174722	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
550	132b-A6-07-23.jpg	227809	87853	139947	9	0	50-60 cm	PZ	+3.0°C	132	A	July	23	0.614341528	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
551	132b-A6-07-23.jpg	227809	212250	14730	345	484	60-70 cm	PZ	+3.0°C	132	A	July	23	0.064895586	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
552	132b-A6-07-23.jpg	227136	222761	3803	404	168	70-80 cm	PZ	+3.0°C	132	A	July	23	0.016785544	07-23	A6	132A6	132	2023-07-31	2023-09-11	five
553	132b-A6-09-23.jpg	231877	2903	219804	844	8326	0-10 cm	PZ	+3.0°C	132	A	September	23	0.986964936	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
554	132b-A6-09-23.jpg	231877	261	222611	490	8515	10-20 cm	PZ	+3.0°C	132	A	September	23	0.998828924	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
555	132b-A6-09-23.jpg	231877	87	223467	1248	7075	20-30 cm	PZ	+3.0°C	132	A	September	23	0.999610832	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
556	132b-A6-09-23.jpg	231877	137	224254	3217	4269	30-40 cm	PZ	+3.0°C	132	A	September	23	0.999389459	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
557	132b-A6-09-23.jpg	231877	264	225900	2787	2926	40-50 cm	PZ	+3.0°C	132	A	September	23	0.998832705	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
558	132b-A6-09-23.jpg	231877	37833	190059	1136	2849	50-60 cm	PZ	+3.0°C	132	A	September	23	0.833987152	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
559	132b-A6-09-23.jpg	231877	202699	25423	809	2946	60-70 cm	PZ	+3.0°C	132	A	September	23	0.111444753	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
560	132b-A6-09-23.jpg	231192	209044	14398	2509	5241	70-80 cm	PZ	+3.0°C	132	A	September	23	0.064437304	09-23	A6	132A6	132	2023-09-11	2023-10-23	six
561	132b-G6-07-23.jpg	228145	98692	124585	2580	2288	0-10 cm	PZ	+3.0°C	132	G	July	23	0.557984029	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
562	132b-G6-07-23.jpg	228145	78037	147323	1598	1187	10-20 cm	PZ	+3.0°C	132	G	July	23	0.653722932	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
563	132b-G6-07-23.jpg	228145	75	227553	500	17	20-30 cm	PZ	+3.0°C	132	G	July	23	0.999670515	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
564	132b-G6-07-23.jpg	228145	4880	222752	169	344	30-40 cm	PZ	+3.0°C	132	G	July	23	0.978561889	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
565	132b-G6-07-23.jpg	228145	8232	217907	219	1787	40-50 cm	PZ	+3.0°C	132	G	July	23	0.96359761	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
566	132b-G6-07-23.jpg	228145	13221	211105	462	3357	50-60 cm	PZ	+3.0°C	132	G	July	23	0.941063452	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
567	132b-G6-07-23.jpg	228145	151739	71649	368	4389	60-70 cm	PZ	+3.0°C	132	G	July	23	0.320737909	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
568	132b-G6-07-23.jpg	226464	206209	9717	337	10201	70-80 cm	PZ	+3.0°C	132	G	July	23	0.045001528	07-23	G6	132G6	132	2023-07-31	2023-09-11	five
569	132b-G6-09-23.jpg	231877	97754	123480	3105	7538	0-10 cm	PZ	+3.0°C	132	G	September	23	0.558142058	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
570	132b-G6-09-23.jpg	231877	26337	198409	1211	5920	10-20 cm	PZ	+3.0°C	132	G	September	23	0.882814377	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
571	132b-G6-09-23.jpg	231877	8914	217211	1722	4030	20-30 cm	PZ	+3.0°C	132	G	September	23	0.960579326	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
572	132b-G6-09-23.jpg	231877	22189	204588	2394	2706	30-40 cm	PZ	+3.0°C	132	G	September	23	0.90215498	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
573	132b-G6-09-23.jpg	231877	2909	222816	2883	3269	40-50 cm	PZ	+3.0°C	132	G	September	23	0.987112637	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
574	132b-G6-09-23.jpg	231877	6691	218624	1329	5233	50-60 cm	PZ	+3.0°C	132	G	September	23	0.970303797	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
575	132b-G6-09-23.jpg	231877	118583	106691	972	5631	60-70 cm	PZ	+3.0°C	132	G	September	23	0.473605476	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
576	132b-G6-09-23.jpg	231192	158574	60557	4764	7297	70-80 cm	PZ	+3.0°C	132	G	September	23	0.276350676	09-23	G6	132G6	132	2023-09-11	2023-10-23	six
577	240a-A6-07-23.jpg	227809	76720	146842	673	3574	0-10 cm	LM	ambient	240	A	July	23	0.656828978	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
578	240a-A6-07-23.jpg	227809	5970	218382	341	3116	10-20 cm	LM	ambient	240	A	July	23	0.97339003	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
579	240a-A6-07-23.jpg	227809	6087	219717	339	1666	20-30 cm	LM	ambient	240	A	July	23	0.973042993	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
580	240a-A6-07-23.jpg	227809	820	226489	117	383	30-40 cm	LM	ambient	240	A	July	23	0.996392576	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
581	240a-A6-07-23.jpg	227809	263	226992	359	195	40-50 cm	LM	ambient	240	A	July	23	0.99884271	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
582	240a-A6-07-23.jpg	227809	1471	225652	336	350	50-60 cm	LM	ambient	240	A	July	23	0.993523333	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
583	240a-A6-07-23.jpg	227809	22796	204288	475	250	60-70 cm	LM	ambient	240	A	July	23	0.89961424	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
584	240a-A6-07-23.jpg	227136	221803	5061	140	132	70-80 cm	LM	ambient	240	A	July	23	0.02230852	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
585	240a-A6-09-23.jpg	235267	179308	41251	858	13850	0-10 cm	LM	ambient	240	A	September	23	0.187029321	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
586	240a-A6-09-23.jpg	235267	44661	175149	767	14690	10-20 cm	LM	ambient	240	A	September	23	0.796819981	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
587	240a-A6-09-23.jpg	235267	290	220276	1830	12871	20-30 cm	LM	ambient	240	A	September	23	0.998685201	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
588	240a-A6-09-23.jpg	235267	2653	218459	5456	8699	30-40 cm	LM	ambient	240	A	September	23	0.988001556	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
589	240a-A6-09-23.jpg	235267	2494	221530	4643	6600	40-50 cm	LM	ambient	240	A	September	23	0.988867264	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
590	240a-A6-09-23.jpg	235267	12995	215003	932	6337	50-60 cm	LM	ambient	240	A	September	23	0.943003886	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
591	240a-A6-09-23.jpg	235267	35134	197362	492	2279	60-70 cm	LM	ambient	240	A	September	23	0.848883422	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
592	240a-A6-09-23.jpg	234572	152667	65217	8845	7843	70-80 cm	LM	ambient	240	A	September	23	0.299319822	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
593	240a-G6-07-23.jpg	228145	142876	76902	1571	6796	0-10 cm	LM	ambient	240	G	July	23	0.349907634	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
594	240a-G6-07-23.jpg	228145	57184	160272	2792	7897	10-20 cm	LM	ambient	240	G	July	23	0.737031859	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
595	240a-G6-07-23.jpg	228145	48269	171214	4126	4536	20-30 cm	LM	ambient	240	G	July	23	0.780078639	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
596	240a-G6-07-23.jpg	228145	13067	211519	1596	1963	30-40 cm	LM	ambient	240	G	July	23	0.941817388	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
