Spalte1	ID	Pixel_total	Pixel_nreduced	Pixel_reduced	Pixel_green	Pixel_black	Depth	Zone	Treatment	Plot_ID	Side	Month	Year	ri	Date_full	subplot	ID_plot_subplot	plotid	date.insertion	date.retreaval	campaign
597	240a-G6-07-23.jpg	228145	57175	170297	352	321	40-50 cm	LM	ambient	240	G	July	23	0.748650383	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
598	240a-G6-07-23.jpg	228145	92417	134710	463	555	50-60 cm	LM	ambient	240	G	July	23	0.593104298	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
599	240a-G6-07-23.jpg	228145	193625	32005	319	2196	60-70 cm	LM	ambient	240	G	July	23	0.141847272	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
600	240a-G6-07-23.jpg	226464	187955	27686	435	10388	70-80 cm	LM	ambient	240	G	July	23	0.128389314	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
601	240a-G6-09-23.jpg	242159	136566	88689	3404	13500	0-10 cm	LM	ambient	240	G	September	23	0.393727109	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
602	240a-G6-09-23.jpg	242159	1810	228750	4461	7138	10-20 cm	LM	ambient	240	G	September	23	0.992149549	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
603	240a-G6-09-23.jpg	242159	938	230124	7751	3346	20-30 cm	LM	ambient	240	G	September	23	0.995940484	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
604	240a-G6-09-23.jpg	242159	687	229054	10373	2045	30-40 cm	LM	ambient	240	G	September	23	0.997009676	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
605	240a-G6-09-23.jpg	242159	669	228408	11590	1492	40-50 cm	LM	ambient	240	G	September	23	0.997079585	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
606	240a-G6-09-23.jpg	242159	13795	214135	10155	4074	50-60 cm	LM	ambient	240	G	September	23	0.939477032	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
607	240a-G6-09-23.jpg	242159	84818	141846	473	15022	60-70 cm	LM	ambient	240	G	September	23	0.625798539	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
608	240a-G6-09-23.jpg	242158	218059	2636	4196	17267	70-80 cm	LM	ambient	240	G	September	23	0.011944086	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
609	240b-A6-07-23.jpg	227809	50746	174854	1107	1102	0-10 cm	LM	ambient	240	A	July	23	0.775062057	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
610	240b-A6-07-23.jpg	227809	15739	210406	616	1048	10-20 cm	LM	ambient	240	A	July	23	0.93040306	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
611	240b-A6-07-23.jpg	227809	13233	212993	540	1043	20-30 cm	LM	ambient	240	A	July	23	0.941505397	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
612	240b-A6-07-23.jpg	227809	256	225752	542	1259	30-40 cm	LM	ambient	240	A	July	23	0.998867297	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
613	240b-A6-07-23.jpg	227809	328	225174	698	1609	40-50 cm	LM	ambient	240	A	July	23	0.998545467	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
614	240b-A6-07-23.jpg	227809	773	225474	555	1007	50-60 cm	LM	ambient	240	A	July	23	0.99658338	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
615	240b-A6-07-23.jpg	227809	10669	215400	535	1205	60-70 cm	LM	ambient	240	A	July	23	0.952806444	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
616	240b-A6-07-23.jpg	227136	201793	24870	279	194	70-80 cm	LM	ambient	240	A	July	23	0.109722363	07-23	A6	240A6	240	2023-07-31	2023-09-11	five
617	240b-A6-09-23.jpg	236641	117275	105483	817	13066	0-10 cm	LM	ambient	240	A	September	23	0.473531815	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
618	240b-A6-09-23.jpg	236641	40144	182820	604	13073	10-20 cm	LM	ambient	240	A	September	23	0.819952997	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
619	240b-A6-09-23.jpg	236641	708	223499	1926	10508	20-30 cm	LM	ambient	240	A	September	23	0.996842204	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
620	240b-A6-09-23.jpg	236641	260	224729	5942	5710	30-40 cm	LM	ambient	240	A	September	23	0.998844388	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
621	240b-A6-09-23.jpg	236641	6197	218749	5896	5799	40-50 cm	LM	ambient	240	A	September	23	0.972451166	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
622	240b-A6-09-23.jpg	236641	4390	222180	1469	8602	50-60 cm	LM	ambient	240	A	September	23	0.98062409	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
623	240b-A6-09-23.jpg	236641	31034	196305	743	8559	60-70 cm	LM	ambient	240	A	September	23	0.863490206	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
624	240b-A6-09-23.jpg	236292	149098	72230	3258	11706	70-80 cm	LM	ambient	240	A	September	23	0.326348225	09-23	A6	240A6	240	2023-09-11	2023-10-23	six
625	240b-G6-07-23.jpg	228145	133042	88443	2116	4544	0-10 cm	LM	ambient	240	G	July	23	0.399318238	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
626	240b-G6-07-23.jpg	228145	75418	149054	2033	1640	10-20 cm	LM	ambient	240	G	July	23	0.664020457	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
627	240b-G6-07-23.jpg	228145	18237	207223	1029	1656	20-30 cm	LM	ambient	240	G	July	23	0.919112038	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
628	240b-G6-07-23.jpg	228145	1003	224394	718	2030	30-40 cm	LM	ambient	240	G	July	23	0.995550074	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
629	240b-G6-07-23.jpg	228145	16858	209576	628	1083	40-50 cm	LM	ambient	240	G	July	23	0.92555005	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
630	240b-G6-07-23.jpg	228145	66567	161152	324	102	50-60 cm	LM	ambient	240	G	July	23	0.707679201	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
631	240b-G6-07-23.jpg	228145	186803	41314	27	1	60-70 cm	LM	ambient	240	G	July	23	0.181108817	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
632	240b-G6-07-23.jpg	226464	210222	14900	270	1072	70-80 cm	LM	ambient	240	G	July	23	0.066186335	07-23	G6	240G6	240	2023-07-31	2023-09-11	five
633	240b-G6-09-23.jpg	242159	55323	170614	4315	11907	0-10 cm	LM	ambient	240	G	September	23	0.755139707	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
634	240b-G6-09-23.jpg	242159	1770	229242	4187	6960	10-20 cm	LM	ambient	240	G	September	23	0.99233806	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
635	240b-G6-09-23.jpg	242159	796	231381	4346	5636	20-30 cm	LM	ambient	240	G	September	23	0.996571581	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
636	240b-G6-09-23.jpg	242159	1014	233367	3589	4189	30-40 cm	LM	ambient	240	G	September	23	0.995673711	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
637	240b-G6-09-23.jpg	242159	1175	234870	2692	3422	40-50 cm	LM	ambient	240	G	September	23	0.995022136	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
638	240b-G6-09-23.jpg	242159	29359	207388	2830	2582	50-60 cm	LM	ambient	240	G	September	23	0.875989981	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
639	240b-G6-09-23.jpg	242159	149646	87183	366	4964	60-70 cm	LM	ambient	240	G	September	23	0.36812637	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
640	240b-G6-09-23.jpg	242158	218411	11253	3020	9474	70-80 cm	LM	ambient	240	G	September	23	0.048997666	09-23	G6	240G6	240	2023-09-11	2023-10-23	six
641	241a-A6-07-23.jpg	227809	42365	184230	1211	3	0-10 cm	LM	+1.5°C	241	A	July	23	0.813036475	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
642	241a-A6-07-23.jpg	227809	606	227203	0	0	10-20 cm	LM	+1.5°C	241	A	July	23	0.997339877	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
643	241a-A6-07-23.jpg	227809	38	227762	9	0	20-30 cm	LM	+1.5°C	241	A	July	23	0.999833187	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
644	241a-A6-07-23.jpg	227809	245	227066	345	153	30-40 cm	LM	+1.5°C	241	A	July	23	0.998922182	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
645	241a-A6-07-23.jpg	227809	312	227224	186	87	40-50 cm	LM	+1.5°C	241	A	July	23	0.998628788	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
646	241a-A6-07-23.jpg	227809	8733	218964	65	47	50-60 cm	LM	+1.5°C	241	A	July	23	0.961646399	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
647	241a-A6-07-23.jpg	227809	183267	44355	113	74	60-70 cm	LM	+1.5°C	241	A	July	23	0.194862535	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
648	241a-A6-07-23.jpg	227136	221245	4777	173	941	70-80 cm	LM	+1.5°C	241	A	July	23	0.021135111	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
649	241a-A6-09-23.jpg	239688	18628	204719	2326	14015	0-10 cm	LM	+1.5°C	241	A	September	23	0.916596149	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
650	241a-A6-09-23.jpg	239688	5983	218293	2932	12480	10-20 cm	LM	+1.5°C	241	A	September	23	0.973323048	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
651	241a-A6-09-23.jpg	239688	32803	191209	4848	10828	20-30 cm	LM	+1.5°C	241	A	September	23	0.85356588	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
652	241a-A6-09-23.jpg	239688	31524	192554	7722	7888	30-40 cm	LM	+1.5°C	241	A	September	23	0.859316845	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
653	241a-A6-09-23.jpg	239688	1204	223756	8315	6413	40-50 cm	LM	+1.5°C	241	A	September	23	0.994647937	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
654	241a-A6-09-23.jpg	239688	502	223770	6632	8784	50-60 cm	LM	+1.5°C	241	A	September	23	0.997761647	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
655	241a-A6-09-23.jpg	239688	36721	186773	544	15650	60-70 cm	LM	+1.5°C	241	A	September	23	0.835695813	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
656	241a-A6-09-23.jpg	237569	177596	37718	2557	19698	70-80 cm	LM	+1.5°C	241	A	September	23	0.175176719	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
657	241a-G6-07-23.jpg	228145	39355	185897	1322	1571	0-10 cm	LM	+1.5°C	241	G	July	23	0.82528457	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
658	241a-G6-07-23.jpg	228145	11832	212785	1635	1893	10-20 cm	LM	+1.5°C	241	G	July	23	0.947323667	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
659	241a-G6-07-23.jpg	228145	55796	167364	2598	2387	20-30 cm	LM	+1.5°C	241	G	July	23	0.749973113	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
660	241a-G6-07-23.jpg	228145	508	221813	3533	2291	30-40 cm	LM	+1.5°C	241	G	July	23	0.997715016	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
661	241a-G6-07-23.jpg	228145	1191	221688	2831	2435	40-50 cm	LM	+1.5°C	241	G	July	23	0.994656293	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
662	241a-G6-07-23.jpg	228145	31062	192413	1298	3372	50-60 cm	LM	+1.5°C	241	G	July	23	0.861004587	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
663	241a-G6-07-23.jpg	228145	169099	53321	485	5240	60-70 cm	LM	+1.5°C	241	G	July	23	0.239731139	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
664	241a-G6-07-23.jpg	226464	219841	1814	879	3930	70-80 cm	LM	+1.5°C	241	G	July	23	0.008183889	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
665	241a-G6-09-23.jpg	240041	35968	185256	3302	15515	0-10 cm	LM	+1.5°C	241	G	September	23	0.837413662	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
666	241a-G6-09-23.jpg	240041	1205	224634	1473	12729	10-20 cm	LM	+1.5°C	241	G	September	23	0.994664341	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
667	241a-G6-09-23.jpg	240041	1323	225111	2509	11098	20-30 cm	LM	+1.5°C	241	G	September	23	0.994157238	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
668	241a-G6-09-23.jpg	240041	1396	226160	5480	7005	30-40 cm	LM	+1.5°C	241	G	September	23	0.993865246	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
669	241a-G6-09-23.jpg	240041	1159	226850	6264	5768	40-50 cm	LM	+1.5°C	241	G	September	23	0.994916867	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
670	241a-G6-09-23.jpg	240041	2142	223615	5997	8287	50-60 cm	LM	+1.5°C	241	G	September	23	0.990511922	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
671	241a-G6-09-23.jpg	240041	144442	80526	853	14220	60-70 cm	LM	+1.5°C	241	G	September	23	0.357944241	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
672	241a-G6-09-23.jpg	237569	216988	125	2123	18333	70-80 cm	LM	+1.5°C	241	G	September	23	0.000575737	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
673	241b-A6-07-23.jpg	227809	27907	198423	1273	206	0-10 cm	LM	+1.5°C	241	A	July	23	0.876697742	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
674	241b-A6-07-23.jpg	227809	309	227483	9	8	10-20 cm	LM	+1.5°C	241	A	July	23	0.998643499	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
675	241b-A6-07-23.jpg	227809	138	227664	7	0	20-30 cm	LM	+1.5°C	241	A	July	23	0.999394211	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
676	241b-A6-07-23.jpg	227809	480	227323	5	1	30-40 cm	LM	+1.5°C	241	A	July	23	0.997892916	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
677	241b-A6-07-23.jpg	227809	3719	224085	3	2	40-50 cm	LM	+1.5°C	241	A	July	23	0.983674562	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
678	241b-A6-07-23.jpg	227809	29651	198143	6	9	50-60 cm	LM	+1.5°C	241	A	July	23	0.869834148	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
679	241b-A6-07-23.jpg	227809	208443	19362	1	3	60-70 cm	LM	+1.5°C	241	A	July	23	0.084993745	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
680	241b-A6-07-23.jpg	227136	220895	4869	452	920	70-80 cm	LM	+1.5°C	241	A	July	23	0.021566769	07-23	A6	241A6	241	2023-07-31	2023-09-11	five
681	241b-A6-09-23.jpg	239688	16453	205652	2466	15117	0-10 cm	LM	+1.5°C	241	A	September	23	0.925922424	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
682	241b-A6-09-23.jpg	239688	28458	195781	2620	12829	10-20 cm	LM	+1.5°C	241	A	September	23	0.873090765	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
683	241b-A6-09-23.jpg	239688	774	222318	4865	11731	20-30 cm	LM	+1.5°C	241	A	September	23	0.996530579	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
684	241b-A6-09-23.jpg	239688	2640	220751	7742	8555	30-40 cm	LM	+1.5°C	241	A	September	23	0.988182156	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
685	241b-A6-09-23.jpg	239688	1168	223128	7475	7917	40-50 cm	LM	+1.5°C	241	A	September	23	0.994792595	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
686	241b-A6-09-23.jpg	239688	8369	215266	4912	11141	50-60 cm	LM	+1.5°C	241	A	September	23	0.962577414	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
687	241b-A6-09-23.jpg	239688	97983	124772	998	15935	60-70 cm	LM	+1.5°C	241	A	September	23	0.560131086	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
688	241b-A6-09-23.jpg	237569	210691	5189	2130	19559	70-80 cm	LM	+1.5°C	241	A	September	23	0.024036502	09-23	A6	241A6	241	2023-09-11	2023-10-23	six
689	241b-G6-07-23.jpg	228145	37016	180828	1352	8949	0-10 cm	LM	+1.5°C	241	G	July	23	0.830080241	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
690	241b-G6-07-23.jpg	228145	55767	161802	2451	8125	10-20 cm	LM	+1.5°C	241	G	July	23	0.743681315	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
691	241b-G6-07-23.jpg	228145	302	218104	4376	5363	20-30 cm	LM	+1.5°C	241	G	July	23	0.998617254	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
692	241b-G6-07-23.jpg	228145	235	218926	5949	3035	30-40 cm	LM	+1.5°C	241	G	July	23	0.998927729	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
693	241b-G6-07-23.jpg	228145	466	220248	4537	2894	40-50 cm	LM	+1.5°C	241	G	July	23	0.99788867	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
694	241b-G6-07-23.jpg	228145	73044	149769	1885	3447	50-60 cm	LM	+1.5°C	241	G	July	23	0.672173527	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
695	241b-G6-07-23.jpg	228145	182095	41420	493	4137	60-70 cm	LM	+1.5°C	241	G	July	23	0.185311948	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
696	241b-G6-07-23.jpg	226464	219761	2353	828	3522	70-80 cm	LM	+1.5°C	241	G	July	23	0.010593659	07-23	G6	241G6	241	2023-07-31	2023-09-11	five
697	241b-G6-09-23.jpg	240041	30226	192239	2780	14796	0-10 cm	LM	+1.5°C	241	G	September	23	0.864131436	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
698	241b-G6-09-23.jpg	240041	2630	223505	1862	12044	10-20 cm	LM	+1.5°C	241	G	September	23	0.988369779	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
699	241b-G6-09-23.jpg	240041	728	225433	4867	9013	20-30 cm	LM	+1.5°C	241	G	September	23	0.996781054	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
700	241b-G6-09-23.jpg	240041	711	225770	7812	5748	30-40 cm	LM	+1.5°C	241	G	September	23	0.996860664	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
701	241b-G6-09-23.jpg	240041	718	226043	8215	5065	40-50 cm	LM	+1.5°C	241	G	September	23	0.996833671	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
702	241b-G6-09-23.jpg	240041	788	225278	6049	7926	50-60 cm	LM	+1.5°C	241	G	September	23	0.996514292	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
703	241b-G6-09-23.jpg	240041	158602	66420	824	14195	60-70 cm	LM	+1.5°C	241	G	September	23	0.295171139	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
704	241b-G6-09-23.jpg	237569	216770	422	2585	17792	70-80 cm	LM	+1.5°C	241	G	September	23	0.001942981	09-23	G6	241G6	241	2023-09-11	2023-10-23	six
705	242a-A6-07-23.jpg	227809	40792	185091	1214	712	0-10 cm	LM	+3.0°C	242	A	July	23	0.819410934	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
706	242a-A6-07-23.jpg	227809	2484	225248	74	3	10-20 cm	LM	+3.0°C	242	A	July	23	0.989092442	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
707	242a-A6-07-23.jpg	227809	7730	217358	778	1943	20-30 cm	LM	+3.0°C	242	A	July	23	0.965657876	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
708	242a-A6-07-23.jpg	227809	1292	223723	1074	1720	30-40 cm	LM	+3.0°C	242	A	July	23	0.994258161	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
709	242a-A6-07-23.jpg	227809	3642	221723	2093	351	40-50 cm	LM	+3.0°C	242	A	July	23	0.983839549	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
710	242a-A6-07-23.jpg	227809	11235	213105	3414	55	50-60 cm	LM	+3.0°C	242	A	July	23	0.949919765	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
711	242a-A6-07-23.jpg	227809	165117	60829	627	1236	60-70 cm	LM	+3.0°C	242	A	July	23	0.269219194	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
712	242a-A6-07-23.jpg	227136	220671	5656	389	420	70-80 cm	LM	+3.0°C	242	A	July	23	0.02499039	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
713	242a-A6-09-23.jpg	238629	9134	209810	2255	17430	0-10 cm	LM	+3.0°C	242	A	September	23	0.95828157	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
714	242a-A6-09-23.jpg	238629	999	220341	1118	16171	10-20 cm	LM	+3.0°C	242	A	September	23	0.995486582	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
715	242a-A6-09-23.jpg	238629	770	220877	3796	13186	20-30 cm	LM	+3.0°C	242	A	September	23	0.996526008	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
716	242a-A6-09-23.jpg	238629	1089	221204	8019	8317	30-40 cm	LM	+3.0°C	242	A	September	23	0.99510106	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
717	242a-A6-09-23.jpg	238629	853	221904	9599	6273	40-50 cm	LM	+3.0°C	242	A	September	23	0.996170715	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
718	242a-A6-09-23.jpg	238629	13297	208843	8200	8289	50-60 cm	LM	+3.0°C	242	A	September	23	0.940141352	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
719	242a-A6-09-23.jpg	238629	2604	219608	766	15651	60-70 cm	LM	+3.0°C	242	A	September	23	0.988281461	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
720	242a-A6-09-23.jpg	237569	117452	100972	2600	16545	70-80 cm	LM	+3.0°C	242	A	September	23	0.462275208	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
721	242a-G6-07-23.jpg	228145	12540	204593	1435	9577	0-10 cm	LM	+3.0°C	242	G	July	23	0.942247378	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
722	242a-G6-07-23.jpg	228145	3081	214769	2616	7679	10-20 cm	LM	+3.0°C	242	G	July	23	0.985857241	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
723	242a-G6-07-23.jpg	228145	504	218986	4093	4562	20-30 cm	LM	+3.0°C	242	G	July	23	0.997703768	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
724	242a-G6-07-23.jpg	228145	1300	220202	4067	2576	30-40 cm	LM	+3.0°C	242	G	July	23	0.994130979	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
725	242a-G6-07-23.jpg	228145	3920	219923	1978	2324	40-50 cm	LM	+3.0°C	242	G	July	23	0.982487726	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
726	242a-G6-07-23.jpg	228145	4837	220639	542	2127	50-60 cm	LM	+3.0°C	242	G	July	23	0.978547606	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
727	242a-G6-07-23.jpg	228145	143801	82155	449	1740	60-70 cm	LM	+3.0°C	242	G	July	23	0.363588486	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
728	242a-G6-07-23.jpg	226464	208417	9475	410	8162	70-80 cm	LM	+3.0°C	242	G	July	23	0.043484846	07-23	G6	242G6	242	2023-07-31	2023-09-11	five
729	242a-G6-09-23.jpg	236641	98324	126746	776	10795	0-10 cm	LM	+3.0°C	242	G	September	23	0.563140356	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
730	242a-G6-09-23.jpg	236641	25370	202562	632	8077	10-20 cm	LM	+3.0°C	242	G	September	23	0.888694874	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
731	242a-G6-09-23.jpg	236641	1549	229356	1088	4648	20-30 cm	LM	+3.0°C	242	G	September	23	0.993291613	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
732	242a-G6-09-23.jpg	236641	177	234517	529	1418	30-40 cm	LM	+3.0°C	242	G	September	23	0.999245826	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
733	242a-G6-09-23.jpg	236641	20081	216475	69	16	40-50 cm	LM	+3.0°C	242	G	September	23	0.91511101	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
734	242a-G6-09-23.jpg	236641	21173	215428	32	8	50-60 cm	LM	+3.0°C	242	G	September	23	0.91051179	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
735	242a-G6-09-23.jpg	236641	30784	205816	36	5	60-70 cm	LM	+3.0°C	242	G	September	23	0.86989011	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
736	242a-G6-09-23.jpg	234552	180454	52075	551	1472	70-80 cm	LM	+3.0°C	242	G	September	23	0.223950561	09-23	G6	242G6	242	2023-09-11	2023-10-23	six
737	242b-A6-07-23.jpg	227809	18347	206833	2162	467	0-10 cm	LM	+3.0°C	242	A	July	23	0.918522959	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
738	242b-A6-07-23.jpg	227809	2108	225602	88	11	10-20 cm	LM	+3.0°C	242	A	July	23	0.990742611	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
739	242b-A6-07-23.jpg	227809	968	225271	567	1003	20-30 cm	LM	+3.0°C	242	A	July	23	0.995721339	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
740	242b-A6-07-23.jpg	227809	312	224636	851	2010	30-40 cm	LM	+3.0°C	242	A	July	23	0.998613013	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
741	242b-A6-07-23.jpg	227809	2414	221719	993	2683	40-50 cm	LM	+3.0°C	242	A	July	23	0.989229609	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
742	242b-A6-07-23.jpg	227809	7284	216430	1519	2576	50-60 cm	LM	+3.0°C	242	A	July	23	0.967440571	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
743	242b-A6-07-23.jpg	227809	209050	14039	501	4219	60-70 cm	LM	+3.0°C	242	A	July	23	0.062930041	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
744	242b-A6-07-23.jpg	227136	223921	31	656	2528	70-80 cm	LM	+3.0°C	242	A	July	23	0.000138423	07-23	A6	242A6	242	2023-07-31	2023-09-11	five
745	242b-A6-09-23.jpg	242159	32203	184828	3907	21221	0-10 cm	LM	+3.0°C	242	A	September	23	0.851620275	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
746	242b-A6-09-23.jpg	242159	408	222619	827	18305	10-20 cm	LM	+3.0°C	242	A	September	23	0.998170625	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
747	242b-A6-09-23.jpg	242159	693	223653	2141	15672	20-30 cm	LM	+3.0°C	242	A	September	23	0.996911021	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
748	242b-A6-09-23.jpg	242159	1038	224128	6581	10412	30-40 cm	LM	+3.0°C	242	A	September	23	0.995390068	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
749	242b-A6-09-23.jpg	242159	6399	219625	7127	9008	40-50 cm	LM	+3.0°C	242	A	September	23	0.971688847	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
750	242b-A6-09-23.jpg	242159	2214	223088	6322	10535	50-60 cm	LM	+3.0°C	242	A	September	23	0.99017319	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
751	242b-A6-09-23.jpg	242159	46742	180159	1071	14187	60-70 cm	LM	+3.0°C	242	A	September	23	0.793998264	09-23	A6	242A6	242	2023-09-11	2023-10-23	six
