taxa;X1;X10;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X11;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X12;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X13;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X14;X15;X16;X17;X18;X19;X2;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X3;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X4;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X5;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X6;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X7;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X8;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X9;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99
"Archaea;Crenarchaeota;Nitrososphaeria;Nitrosopumilales;Nitrosopumilaceae";0.494913;0;0;0;0.160268;0;0;0.010835;0.29095;0.341031;0.01768;0.039876;0.164002;0.071089;0.051245;0.141198;0;0;0;0.011104;0;0;0;0.121777;0;0.069525;0.059014;0.009485;0.128241;0.177985;0.194014;0.135501;0.024273;0.030786;0.018543;0.0529;0.109269;0.373934;0;0.016948;0;0;0;0;0;0;0.011201;0.030392;0.020661;0.043187;0;0.112082;0;0.120732;0.385409;0.020104;0;0;0.331491;0;0.228289;0;0.125301;0;1.303558;1.799487;0.315429;0.044798;0;0.202575;0.13272;0;0;0.015484;0.035537;0.108138;0.07912;0.007283;0;0;0.105952;0.193822;0.531769;0.078678;0;0.226901;0.195422;0.418081;1.591394;0.06627;0.05135;0.275373;0.389378;0.36441;0.076605;0.170068;0;0.156912;0.280034;0.219587;0.020484;0;1.008969;0.58629;0.936768;0.301962;0.124185;0.101524;0.406409;0.430953;0.928557;0.729564;0;0.917431;0.212565;0.682388;0;0;0;0;0.778473;0.283157;0;0.018993;0.33486;0.311204;0.387243;0;0;0.337016;0.046447;0.242457;0;0.0326;0;0.145664;0;0;0.032602
"Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae";0;0;4.940212;0.068795;0.953601;5.592499;1.414373;3.020716;0.108564;1.45669;3.270863;2.871099;0;0.486685;1.727671;2.243488;5.409152;2.113984;0.363702;0.671848;1.42279;6.041241;0.34459;0;0.168675;0.131325;0.092736;4.363084;3.82896;5.149655;0.138581;0.211721;1.577745;3.278772;0;1.163801;0.243952;0.357907;9.205231;5.676162;2.57254;0.077801;0;0;0;0;0;0;0;0;0;0;0;0;0.014544;0.002365;0;0;0;0;0.091316;0;0;0;0.070736;0.852719;0.055664;0.060798;0;0;0.185808;0.115474;0;0.004424;0;0;0.026374;0.032775;0.083893;0;0.02747;0.0335;0.394762;0.236034;0;0.762389;0;0.051781;0.095484;0.013254;0.04108;0.078678;0;0.318858;0.352382;0;0.027668;0.010461;0.042005;0.146391;0.634985;0.041214;0;0.235865;0;0.553598;0;0.189113;0.082603;0.112423;0.274272;0.381363;0.080855;0;0;0.729164;0;0;0;0;0.135387;0.390296;0.317208;1.377017;0.039067;0.129668;0.394116;1.501502;0;0.050194;1.161171;1.685653;5.295487;5.101875;5.437524;2.095782;0.68697;2.85748;1.206259
"Archaea;Crenarchaeota;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006651;0;0;0;0;0;0.004105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Euryarchaeota;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Euryarchaeota;Thermococci;Methanofastidiosales;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006651;0;0;0;0;0;0.006157;0;0;0;0;0;0;0.025912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006828;0;0;0;0;0;0;0.007963;0;0;0;0;0.008984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Halobacterota;Halobacteria;Halobacterales;Halococcaceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.149917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Halobacterota;Halobacteria;Halobacterales;Haloferacaceae";0;0;0;0.275179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.243199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010165;0;0;0;0.273495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02054;0;0;0.098696;0;0;0;0;0;0;0;0;0;0.158364;0;0;0;0.004977;2.623492;0.149896;0.178441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.579678;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.030181;0;0.08974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009548;0;0;0;0;0.136654;0;0;0;0;0;0;0;0;0;0.020216;0;0;0;0;0.201553;0;0.039654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Halobacterota;Halobacteria;Halobacterales;others";0;0;0;0.027518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.047007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0793;0;0.016522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Halobacterota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.031544;0.039203;0;0;0.021594;0.04988;0;0.016009;0;0;0.19158;0.024629;0;0;0;0;0.014579;0;0.03239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.855561;0;0.085598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Halobacterota;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011201;0;0;0;0.006651;0;0;0;0;0.018922;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015484;0;0;0;0;0;0.007342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Hydrothermarchaeota;Hydrothermarchaeia;Hydrothermarchaeales;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;CG1-02-32-21";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Nanoarchaeota;Nanoarchaeia;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.024013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001991;0;0;0;0;0.008984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;CG1-02-57-44";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018263;0;0.0179;0;0;0;0.018555;0;0;0;0;0;0;0;0;0;0;0.010925;0;0;0;0;0;0;0;0;0;0;0.006366;0.013254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01124;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006651;0;0;0;0;0.002365;0;0;0;0;0;0;0;0;0;0;0;0;0;0.009072;0.008848;0;0;0;0;0;0;0.007283;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014341;0;0;0;0;0.018005;0;0;0;0
"Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011_GWC1_47_15";0;0;0;0;0;0;0;0;0;0;0;0;0;0.136709;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003548;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;others";0;0.0408;0.306797;0;0;0;0;0;0;0.009744;0;0;0;0;0;0;0;0;0;0;0;0;0;0.033592;0;0;0.00562;0;0.007328;0;0;0;0;0;0.007417;0;0;0.010684;0;0;0;0;0;0;0;0;0.011201;0;0.020661;0.043188;0.043229;0.00934;0.032018;0;0.011817;0.00473;0.051311;0;0;0;0;0;0.080551;0;0;0.01254;0;0;0.093415;0.019653;0;0;0.186294;0.026544;0.307984;0;0.017582;0.087399;0;0.014685;0.007848;0.007179;0.009288;0;0;0;0.074447;0;0.025463;0;0;0;0;0;0;0.026164;0.020751;0;0;0;0.006828;0;0;0.006739;0;0;0;0.016921;0.006608;0.037474;0.006609;0;0.049412;0;0;0;0;0.022222;0;0;0;0;0;0;0.011162;0;0.045828;0;0;0;0;0;0;0;0.012003;0;0;0;0
"Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;SCGC_AAA011-D5";0;0;0.031466;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014396;0;0;0;0;0.014544;0.002365;0.006157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004424;0.047382;0;0;0;0;0.007342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006967;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.018993;0;0;0;0;0;0.014341;0;0;0;0;0;0;0;0;0
"Archaea;others;";0.027495;0.367199;0.031466;0;0;0;0;0.080178;0;0;0;0;0;0;0;0;0;0;0.200036;0;0;0;0.206754;0.058789;1.108434;0;0;0;0;0.011866;0;0;0;0;0.508083;0.018893;0;0;0;0;0;0;0;0;0;0.92108;0.190412;0.045589;0.278926;0.057583;1.892125;0.00934;0.76843;0;0.017271;0.884577;0.677286;1.745636;0.044199;0.052029;0.091316;2.58055;0.098451;1.243766;0;0;0;0.095997;1.56469;0.1542;0.013272;0;1.423816;0.982106;0.79365;0.021627;0.096702;0.083758;0.692113;0.620432;0;0;0.006966;0.445843;0.158885;0.444725;0.018612;0.013425;0.028645;0.483764;0.97566;0;0;0;0;0;1.41108;0;0;0.014639;1.164141;3.420799;0;0.023586;0;1.660795;0.020698;1.219282;0;0;0.026436;0;2.304377;0;0;0;0;0.122221;0;0;0;0;0;0.037987;0;0;0.004583;0.3003;0.371287;0;0;0;0;0;0;0;0;0;0
"Archaea;Thermoplasmatota;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.019672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004545;0;0;0;0;0;0;0;0;0;0;0.03762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.036304;0.027917;0.007672;0;0;0;0;0;0.022776;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001991;0;0;0;0;0;0;0;0.008255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035673;0;0;0
"Archaea;Thermoplasmatota;Thermoplasmata;JdFR-43;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012618;0.011201;0;0;0;0;0;0;0;0;0.003548;0.004105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Thermoplasmatota;Thermoplasmata;Marine_Benthic_Group_D_and_DHVEG-1;others";0;0.0272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007417;0;0;0;0;0;0;0;0;0;0;0.296513;0.095206;0;0;0;0.069833;0;0.032018;0;0;0.0816;0.028734;0;0;0;0;0;0;0;0;0;0;0;0.140121;0;0;0;0.066533;0.15705;0;0;0;0;0;0.051397;0;0;0;0;0.046129;0;0;0;0;0.033135;0.06162;0;0;0;0;0;0.013834;0;0;0;0;0;0;0;0;0;0;0.086594;0;0;0;0;0.170696;0;0;0;0;0.022222;0;0;0;0;0;0;0;0;0;0;0.206271;0;0;0;0;0;0;0;0;0;0
"Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.027476;0;0;0;0;0;0.040809;0;0;0;0;0.058395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Thermoplasmatota;Thermoplasmata;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.032977;0.03263;0;0;0;0;0.022251;0.015114;0;0;0;0.003082;0;0;0;0;0;0.037853;0.028002;0;0;0;0.099761;0;0.040022;0;0.001818;0.028383;0.082096;0;0;0;0;0;0;0;0.010105;0;0;0.016;0.221859;0.003024;0;0;0.026613;0.053088;0;0;0;0.014566;0;0.007342;0;0;0;0;0.087132;0.136141;0.018612;0.003836;0;0.026508;0.082161;0;0;0;0;0;0.020751;0;0;0.014639;0.143385;0.027476;0;0.020217;0;0;0;0.203048;0;0;0.095829;0.066324;0.215616;0;0;0;0;0;0.045065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Thermoplasmatota;Thermoplasmata;SG8-5;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006651;0;0;0;0;0;0.004105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010949;0;0;0;0;0.013476;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Archaea;Thermoplasmatota;Thermoplasmatota_cl;Thermoplasmatota_or;Thermoplasmatota_fa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00562;0;0;0.008899;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.002727;0.007096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013478;0;0;0;0.010949;0;0;0;0.033162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004583;0;0;0.021512;0;0;0;0;0;0.011891;0;0;0
"Bacteria;10bav-F6;others;";0;1.047192;0;0;0;0;0;0;0;0;0;0.079753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.051921;0.022671;0;0;0;0.007704;2.734926;0;0;0;0;1.154503;0.470431;0;0.020661;0;0.182893;0;0.136076;0;0;0.251893;0.576718;0;0;0;0.200895;0.583175;0;0.259118;0.010105;0;0;0.0192;0.093414;0.012095;0.008848;0.057737;1.224219;0.039816;0.118456;0;0;0.142024;0;0.315724;0;0.004786;0;0;0.804674;0.018152;0;0;0;0.013254;0;0;0;0;0;0;0.013834;0;0;0;0.020483;0;0;0;0;0;0;0.05574;0;0;0;0;0.103316;0;0;0;0;0.077778;0;0;0;0;0;0;0;0;0;0;0.536303;0;0;0;0;0;0;0;0;0;0
"Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae";0;0;0;0;0;0;0;0.015169;0;0;0;0.019938;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.065607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Acetothermia;Acetothermiia;others;";0;0;0;0;0;0;0;0;0.008685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025236;0.134409;0;0;0;0.066507;0;0.024013;0;0;0.086329;0.116986;0;0;0;0;0.014579;0;0.077736;0;0;0;0;0;0.003024;0;0;0.026613;0;0;0;0;0;0;0.069754;0;0;0;0;0.025627;0.027228;0;0;0;0;0.06162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08958;0;0;0;0.049743;0.440212;0;0;0;0;0.022222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012003;0;0;0;0
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriae_or;Acidobacteriae_fa";0;0;0.133732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.225065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae_(Subgroup_1)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.078405;0;0;0;0;0;0.016009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae";0;0.326399;0.078665;0;0.02404;0.021803;0;0.015169;0.158504;0.141285;0.0884;0.089721;0.082;0;0;0.141198;0;0;0;0;0.025294;0;0;0.100781;0;0.0309;0.067445;0.033197;0.337093;0.198749;0;0.084689;0.271856;0.123145;0.19285;0.18137;0.027953;0.080129;0;0.010785;0;0;0;0;0;0.346983;0.16241;0.205153;0.53719;0.662205;0.083134;0.354923;0.07204;0.025872;0.221794;0.224695;0.09441;0;0.198895;0.416233;0.474843;0.014579;0.143202;0.025912;0.116209;0.1254;0.667966;0.303991;0.046707;0.447482;0.548576;1.530022;0;0.402576;0;0.140577;0.553847;0.611798;0;0.066081;0.247225;0.165109;0.334387;0.104904;0.030752;0.127064;0.018612;0.097809;0.359657;0.364481;0.287562;0;0.069532;0.15943;0.260457;0.117738;0.020751;0.099378;0.08401;0.490411;0.28677;0.15112;0.336323;0.555966;0;0.201309;0.155233;0.092568;0.082604;0.243582;0.234616;0.298458;0.035936;0;0.047237;0.239386;0;0.299998;0;0;0.10154;0.107141;0;0.02849;0.05581;0;0.174144;0;0;0.028682;0;0.02694;0.010238;0.0489;0.03601;0.101072;0.160293;0;0.184741
"Bacteria;Acidobacteriota;Acidobacteriae;Elev-16S-1166;others";0;0;0;0;0;0;0;0;0.008685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Acidobacteriota;Acidobacteriae;GOUTB8;others";0;0.0544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.045945;0;0;0;0;0;0.010992;0.050429;0;0;0;0;0;0.098243;0.005082;0;0;0.004622;0;0;0;0;0;0.056779;0.106407;0;0;0.021594;0.133014;0;0.088049;0;0;0.014191;0.082095;0;0;0;0.018263;0;0;0;0;0;0;0.019199;0.046708;0;0;0;0.03992;0.033179;0.023691;0;0;0.036417;0;0.040383;0;0;0;0;0.020501;0.027228;0;0;0;0;0.143781;0;0;0;0;0;0.013834;0;0;0;0.01707;0;0;0;0;0;0;0.012939;0;0;0;0;0.058396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014863;0;0;0
