taxa;X1;X10;X100;X101;X102;X103;X104;X105;X106;X107;X108;X109;X11;X110;X111;X112;X113;X114;X115;X116;X117;X118;X119;X12;X120;X121;X122;X123;X124;X125;X126;X127;X128;X129;X13;X130;X131;X132;X133;X134;X135;X136;X137;X138;X139;X14;X15;X16;X17;X18;X19;X2;X20;X21;X22;X23;X24;X25;X26;X27;X28;X29;X3;X30;X31;X32;X33;X34;X35;X36;X37;X38;X39;X4;X40;X41;X42;X43;X44;X45;X46;X47;X48;X49;X5;X50;X51;X52;X53;X54;X55;X56;X57;X58;X59;X6;X60;X61;X62;X63;X64;X65;X66;X67;X68;X69;X7;X70;X71;X72;X73;X74;X75;X76;X77;X78;X79;X8;X80;X81;X82;X83;X84;X85;X86;X87;X88;X89;X9;X90;X91;X92;X93;X94;X95;X96;X97;X98;X99
"Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae";0.508661;0.204;0.110132;1.774905;0.496833;0;0;0.041173;0.410378;0.516419;0.070721;0;2.152517;0.224202;0.710103;0.188262;0.069348;0;0.163665;0.366462;1.195146;0.013176;0.080404;1.213572;0.048193;0.93215;0.93298;0.165986;0.285796;0.142388;1.274942;0.525071;0.242728;0.133406;0.415366;0.030228;1.067293;0.763893;0.060362;0.026194;0.354687;0;0.24935;0;0;0.069398;0.280018;1.185318;0.371901;0.028792;0.009976;0.354922;0.112062;1.664362;0.65175;0.191579;0.051311;0;1.127071;0.936527;0.136973;0;0.0179;0.071258;0.682095;0.25707;0.231933;0.0224;0;0.985672;0.106176;0;0.07984;0.225623;0.059228;1.854561;0.536261;0.112889;0.104865;0.466238;0.647488;0.313466;0.213633;0;0.035878;0.09076;0.269869;0.318356;0.44559;0.178928;0.02054;1.644374;0.556251;0.447921;0.15321;1.085817;0;0.863019;0.308035;0.17567;0.058038;0;0.336324;0.657043;0.468384;1.107195;0.35186;0.530515;0.604657;0.655797;0.723677;0.348201;0.031444;0;1.913088;0.283411;0.079224;0.111111;0.045065;0;0.287698;0.2602;0.079302;0.218422;0.976675;0.233403;0.18102;0;0.082508;0.6812;1.254065;0.596523;0.04863;0.1793;0.048013;1.893625;1.076253;0.188146;0.260814
"Bacteria;Myxococcota;Polyangia;PS-B29;others";0.068738;0.0272;0;0;0;0;0;0;0;0;0;0.069783;0;0;0;0;0;0;0;0;0;0;0;0.121776;0;0;0;0;0.069617;0.029664;0;0;0.024273;0;0.077881;0.060457;0;0;0;0;0;0;0;0;0;0.031544;0.022402;0.379909;0.309917;0.014396;0.033254;0.177462;0.088049;0.012935;0.029997;0.050851;0.020524;0;0;0.14308;0.027395;0;0.0537;0.019434;0;0;0.055664;0.0064;0.023354;0.161759;0.039816;0;0.133067;0.035392;0.047382;0.556908;0.545054;0.040057;0;0.073424;0;0;0.03251;0.052452;0;0;0;0.021095;0.035011;0.033135;0;0;0;0;0;0.117738;0;0;0;0.036598;0.013656;0;0.112108;0.087607;0.468384;0;0.072442;0.103514;0.023129;0.168634;0.052872;0.066324;0.071872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Myxococcota;Polyangia;UASB-TL25;others";0.068738;0;0;0;0.048081;0;0;0;0.043427;0;0;0;0.123;0.010937;0;0;0;0;0;0;0;0;0;0.20156;0;0;0.011241;0;0.029312;0.047463;0;0;0;0.030786;0.129802;0.113356;0.06607;0.02671;0.020121;0;0;0;0;0;0;0.050472;0.022402;0.21275;0.082644;0;0.046555;0.10741;0.016009;0.038807;0.12635;0.035478;0.024629;0;0.132597;0.208117;0.127842;0;0.0179;0.012956;0.050526;0.06897;0.055665;0.0192;0;0.238861;0.030968;0;0.03992;0.046452;0.023691;0.437957;0.175823;0.058266;0.041946;0.066081;0.051014;0.093324;0.099852;0.052452;0.010251;0.04538;0.120976;0.055615;0.117763;0.033135;0.02054;0;0.111251;0.060735;0.091926;0.117739;0;0.052304;0.042005;0.051237;0.047795;0;0;0.11456;0;0;0.051744;0.043796;0.148686;0.037474;0.062785;0;0.062888;0;0;0.03577;0;0.022222;0;0;0;0.015306;0;0.066476;0.061391;0;0.025205;0;0;0.028682;0;0.134698;0;0.0489;0;0.008918;0.045798;0;0
"Bacteria;Myxococcota;Polyangia;VHS-B3-70;others";0;0.0544;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016797;0;0;0;0;0;0;0;0;0;0;0.018543;0.011336;0;0;0;0;0;0;0;0;0;0.037852;0.016801;0;0.103306;0;0.019952;0.046701;0;0;0;0.020104;0.026681;0;0.066298;0.052029;0.027395;0;0.0179;0;0;0;0;0.028799;0.03503;0;0;0.202079;0.106453;0.026544;0;0;0.061538;0.054625;0;0;0;0;0;0;0.010251;0;0;0;0;0;0;0;0;0;0;0;0.013834;0;0;0;0;0;0;0;0;0;0;0.005972;0;0;0.006609;0;0.017968;0;0;0;0;0.044444;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Myxococcota;Polyangia;VHS-B4-70;others";0.027495;0.0544;0;0;0.040067;0;0;0;0.004343;0;0;0;0.102501;0;0;0;0;0;0;0;0;0;0;0.05039;0;0.012875;0.00562;0;0.010992;0;0;0;0;0;0.033377;0;0.007624;0;0;0;0;0;0;0;0;0.063087;0.044802;0.20515;0.030992;0.014396;0.023278;0.03269;0.07204;0.18541;0.026361;0.037842;0.036943;0;0.154696;0.052029;0.027395;0.021869;0;0.012956;0;0.05016;0.046386;0;0;0.123966;0.079632;0;0.15968;0.044239;0;0.156799;0.140658;0.040058;0;0.047725;0.02747;0.078964;0.053409;0;0.015376;0;0;0.023013;0;0;0;0.015736;0.055626;0.037959;0.045963;0.026164;0;0.015691;0.182022;0.073196;0.030725;0;0;0.050542;0;0;0;0.117449;0.05617;0;0.016522;0.033162;0.013476;0;0.047237;0.079795;0;0.055555;0;0;0.067694;0.061223;0;0;0;0;0.064159;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;NB1-j;others;";2.39208;0.503197;0.511328;1.252067;1.097842;0.359751;0.344037;0.439896;1.370084;1.315411;0.309405;1.036781;1.558009;0.038278;0.739385;1.521801;0;0.209076;0.090925;0.069405;1.909704;0.144936;0.080405;2.00722;0.048193;2.057425;2.383025;0.972202;2.128816;2.482877;2.16186;1.837745;1.728234;0.820969;0.719477;2.951067;2.414119;3.012837;0.523139;0.395979;1.893084;0.025934;1.443047;0;0;0.391143;0.683245;1.907149;1.146695;2.483267;0.728255;3.367101;0.480269;1.496203;3.902289;0.898766;0.909208;0;1.723758;2.38034;1.579761;0.094765;2.264375;0.362768;2.071545;1.8183;3.460441;1.542358;1.6114;2.686408;1.915592;2.713629;0.212906;1.482021;0.023691;1.38416;2.610984;1.828115;0.062919;0.506621;1.918922;2.261256;2.519507;2.753733;0.374152;1.352327;1.191148;1.484379;2.619444;2.279664;0.893493;1.007082;2.739549;2.520507;2.558607;1.596017;0.172926;2.139237;2.968348;2.422778;1.351917;0.261024;2.01794;2.27776;1.873536;0.352289;1.252208;0.592235;2.749043;2.304661;3.667955;2.48715;0.530055;2.752291;2.550782;1.436311;0.217866;0.577776;0.045065;0;1.810804;1.9821;0.515464;0.38936;1.612909;2.697091;1.95912;1.051051;0.082508;2.244379;1.370181;1.423962;0.174042;0.8313;0.852229;1.10287;1.167849;0.152868;1.23886
"Bacteria;Nitrospinota;MT5B39;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.034007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospinota;Nitrospinia;Nitrospinales;Nitrospinaceae";0.096233;0;0.015733;0;0;0;0;0;0;0;0;0;0.061501;0;0;0;0;0;0;0;0;0;0;0.016797;0;0;0;0.009485;0.007328;0.014832;0;0;0;0;0;0.011336;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10077;0;0;0;0.034495;0.064538;0.020104;0;0;0;0;0.027395;0;0.089501;0;0.010105;0;0.037109;0.016;0;0.018141;0.030968;0;0;0.004424;0;0;0.017582;0.014567;0;0;0;0.007179;0.062698;0;0.020501;0.04538;0.046529;0.032603;0.082752;0.026508;0.02054;0;0;0;0.030642;0.052329;0;0.015691;0;0;0.027311;0;0;0.010108;0;0;0.124185;0.008958;0.042954;0.056211;0.059481;0.066324;0.031444;0;0;0;0;0;0;0;0;0;0;0;0.011162;0;0;0;0;0;0;0;0;0;0;0.011891;0;0;0
"Bacteria;Nitrospinota;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.010262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospinota;P9X2b3D02;others;";0;0;0.015733;0;0;0;0;0.019502;0;0;0;0.089721;0;0.016405;0;0;0;0.069692;0.127296;0;0;0;0;0.062988;0;0;0;0.009485;0.065953;0.20468;0;0;0;0.015393;0.022252;0.317401;0;0;0;0.027734;0.034187;0;0;0;0;0.012618;0;0.037991;0.020661;0.086375;0.099761;0.102741;0.024013;0;0.039087;0.06386;0.244233;0;0.066298;0;0.164369;0;0.214803;0.012956;0;0.01254;0.018555;0.105597;0.058384;0.006047;0.017696;0.057737;0;0;0;0;0.202197;0.065549;0;0;0;0;0.041798;0.445843;0.025627;0.226901;0;0.003836;0.082753;0.053016;0.164321;0;0;0;0.045963;0;0.110672;0;0;0.014639;0.143383;0;0;0.026956;0;0;0.082791;0.019907;0;0;0.02974;0;0;0;0;0.008255;0;0.244444;0;0;0;0.038265;0;0.02849;0;0;0.009165;0.600601;0;0;0;0;0;0;0.012003;0;0;0;0
"Bacteria;Nitrospirota;4-29-1;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.022973;0.008398;0.144578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.016801;0;0;0;0.009976;0;0.096054;0.008624;0;0.005913;0.016419;0;0;0.091051;0;0;0;0.136037;0;0;0.018555;0.0128;0;0;0.013272;0;0;0;0.035537;0;0.026374;0;0;0.007342;0.007848;0.004786;0.004644;0;0.015376;0;0;0;0;0;0.154051;0;0;0;0;0;0.152175;0;0;0;0.126314;0.027476;0;0;0;0;0;0.028865;0;0;0.019827;0.033162;0.107807;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospirota;661256;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011201;0;0;0;0.026603;0;0.016009;0;0;0;0.026681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospirota;BMS9AB35;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007328;0;0;0;0;0;0;0.022671;0;0;0;0;0;0;0;0;0;0;0;0;0.041322;0;0;0;0;0;0;0.002365;0;0;0;0;0;0;0.0179;0;0;0;0;0;0;0;0.079632;0;0;0;0;0;0;0;0;0;0;0;0.006966;0;0;0.018152;0.027917;0;0;0;0;0;0;0;0;0.026164;0;0;0;0;0;0.027476;0;0;0;0;0.041396;0;0;0.074948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospirota;HDB-SIOI1093;others;";0;0;0.086532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospirota;Leptospirillia;Leptospirillales;Leptospirillaceae";0;0;0.078666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.296138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae";0.096233;0.0272;0.338261;0.275179;0.456768;0.14172;0.191132;0.143019;0.323519;0.423853;0.176804;0.418703;0.451004;0.131241;0.307467;0.73737;0.104022;0.046462;0.145481;0.266517;0.303528;0.06588;0;0.298145;0;0.285825;0.250107;0.27032;0.626556;0.605145;1.053213;1.050137;0.461186;0.246292;0.107551;0.540336;0.559058;0.924146;0.191147;0.166402;0.393146;0.025934;0.307709;0;0;0.018926;0.039203;0.12917;0.113637;0.187146;0.013302;0.186801;0;0.409623;0.699009;0.087511;0.014367;0;0.41989;0.182103;0.109579;0;0.170052;0;0.773039;1.090978;0.361815;0.134396;0.046708;0.3598;0.495488;0.202079;0;0.079631;0.130301;0.416329;0.210988;0.214858;0;0.051396;0.443434;0.614966;0.842932;0.288486;0.020502;0.481031;0.307091;0.333698;0.592;0.371108;0.102701;0.6845;0.403283;0.539021;0.536235;0.313971;0.034585;0.439355;0.658077;0.402576;0.221906;0.027476;0.224216;0.876067;0.936768;0;0.113836;0.104511;0.356845;0.374741;0.598109;0.480849;0.035936;0.366972;0.14171;0.45676;0;0;0;0;0.270773;0.352032;0;0.037986;0.373926;0.414938;0.60263;0.3003;0.082508;0.27965;0.348351;0.327125;0.102378;0.342298;0.252071;0.178364;0.595374;0.082315;0.49989
"Bacteria;Nitrospirota;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006651;0;0;0;0;0.008278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Nitrospirota;Thermodesulfovibrionia;others;";0.068738;0.747995;0;0;0;0;0;0.026004;0.004343;0;0.035361;0.259196;0;0.043747;0;0;0;0;0;0;0;0;0;0.067187;0.096386;0;0;0.033197;0.128241;0.068227;0;0;0.043691;0.051311;0.114968;0.075571;0;0;0.050302;0.118639;0;0.207469;0;0;0;0.189264;0.179212;0.106376;0.392562;1.338806;0.512103;0.509037;0.176098;0.012935;0.200886;0.847921;0.311963;2.992518;0;0.234132;2.264632;0;1.414121;0.090692;0;0;0.82568;1.126365;0.373658;0.024188;0.64148;4.561202;0.11976;0.331793;0;0.097324;0.553846;2.086673;0;0.223942;0.306086;0.174679;0.387795;0.603198;0.343398;0.226901;0;0.080547;0.646108;0.656064;1.294031;0;0;0.037959;0.505592;0.261642;0.380438;0;0;0.578246;0.440393;0.054952;0;0.212277;0;0.35229;0.072441;0.139347;0.019825;0.093685;0.954993;1.127508;0.098824;0;0;0.057783;0;0.199999;0;0;0.033847;0.10714;0;0.037987;0;0.051867;0.043535;0.3003;0.082508;0;0;0.007697;0;0.0326;0.012003;0;0;0;0
"Bacteria;NKB15;others;";0;0.0272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.008398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.037853;0.016801;0;0.020661;0;0.009976;0;0;0;0;0.029565;0.00821;0;0;0;0;0;0;0;0;0;0;0;0;0.004535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.026164;0;0;0;0;0;0;0;0;0;0;0;0.002986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;others;";1.93841;3.440781;0.440528;0.165108;0.74525;0.218031;0.229358;0.257867;0.892402;0.584627;0.203323;0.757649;0.697005;0.760104;0.417276;0.674612;0.242718;0.216818;0.581923;0.169349;0.430001;0.138349;0.930394;2.212982;1.710843;1.011975;0.753124;0.502701;1.81371;2.684586;0.970065;0.787606;0.99519;0.882543;4.086926;4.942372;0.70899;0.731844;0.301812;0.289664;0.029914;0.492738;1.66587;0;0;2.454114;3.248212;0.980166;1.229335;4.628234;3.727726;1.723244;4.586564;0.991718;1.887974;2.332064;3.172991;1.995012;1.149171;1.65193;5.122823;0.182239;5.343226;1.859176;1.404609;1.18503;2.041008;3.103909;4.086881;1.248731;1.517432;6.004619;2.448429;2.461912;5.425255;0.638015;1.925268;4.12236;0.188757;2.606545;1.52258;1.804221;2.12242;3.435613;4.535919;3.285525;1.163229;1.520821;2.539869;2.624265;4.62154;0.700236;1.279381;1.381723;2.390075;1.125059;4.164069;1.119308;1.120132;2.020199;3.492434;3.255936;1.121075;1.75213;1.639344;2.315047;1.893831;2.015565;0.908627;0.749483;2.045463;1.939977;4.568337;1.100916;0.401513;1.08136;0.118836;2.811106;0.247858;0;1.286174;0.948957;0;0.25641;1.015742;0.985475;1.434399;3.153152;1.402637;1.269186;0.371576;0.577282;0.171482;0.277099;0.348094;0.656965;0.572475;0.211666;0.760702
"Bacteria;Patescibacteria;ABY1;Candidatus_Falkowbacteria;others";0;0;0.0236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001818;0;0;0;0;0;0.018263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;ABY1;Candidatus_Kuenenbacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003024;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;ABY1;others;";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.012618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006047;0;0;0;0;0.023691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.001991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Abawacabacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peregrinibacteria;others";0;0;0.062933;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015487;0.03637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.015306;0;0;0;0;0;0;0;0;0;0;0;0;0.012003;0;0;0;0
"Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peribacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.003024;0;0;0;0;0.035537;0;0;0;0;0.007342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.011457;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Gracilibacteria;others;";0;0;0.039333;0;0;0;0;0.013002;0;0.009744;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.005454;0.020104;0;0;0;0;0.027395;0;0;0.012956;0;0;0;0;0;0.010583;0.02212;0;0;0;0;0;0;0.007283;0;0;0;0;0;0;0;0;0;0;0.009548;0;0;0;0;0;0;0;0;0.010461;0;0;0;0;0;0;0;0;0;0.005972;0.006608;0;0.006609;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006874;0;0;0;0;0;0;0;0;0;0;0;0.021734
"Bacteria;Patescibacteria;Microgenomatia;Candidatus_Woesebacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.004583;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Microgenomatia;Candidatus_Woykebacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0.016405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Giovannonibacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.023691;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Moranbacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.025235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01106;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Terrybacteria;others";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.006608;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Bacteria;Patescibacteria;Parcubacteria;others;";0;0;0;0;0;0;0;0.006501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.007557;0;0;0;0;0;0;0;0;0;0;0;0;0;0.014396;0;0;0;0;0.003636;0.002365;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.035537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.013749;0;0;0;0;0;0;0;0;0;0;0;0
